source_id,kind,name,longitude,latitude,observed_at,source
6a8d3ec1eca288692ef3a988,halte,Halte Jogokariyan B,110.36784165747628,-7.823252720892327,2026-08-25T07:05:37.436Z,mapid_activities
6a89632b478dc3b356b76b29,halte,Halte Jokten Kulon - SMAN 7 di depan ADHI SURYA MOTOR,110.35816123284474,-7.813493488238947,2026-08-22T08:51:55.325Z,mapid_activities
6a896334478dc3b356b76b35,halte,Halte Jokten Kulon - SMAN 7 di depan ADHI SURYA MOTOR,110.35816123284474,-7.813493488238947,2026-08-22T08:52:04.701Z,mapid_activities
6a891d7b478dc3b356b721e3,halte,Halte Jokteng Kulon,110.35739729999779,-7.813215099970975,2026-08-22T03:54:35.902Z,mapid_activities
6a896185478dc3b356b76883,halte,Halte Jokteng Kulon di Depan Medi Farma,110.35738613287197,-7.813175088223986,2026-08-22T08:44:53.036Z,mapid_activities
6a8d417b52d86e03b51a99d5,halte,Halte Jokteng Wetan,110.36709247629614,-7.814695699174138,2026-08-25T07:17:15.882Z,mapid_activities
6a93d62f52d86e03b51e6191,halte,Halte Jurug 2 (Dekat Solo Safari),110.37796639999999,-7.7667227,2026-08-30T07:05:19.102Z,mapid_activities
6a82abfd38bb192425f4bef7,halte,Halte Kantor Kal. Pendowoharjo A,110.33947652623834,-7.863394360607018,2026-08-17T06:36:45.070Z,mapid_activities
6a82ab0d38bb192425f4bd80,halte,Halte Kantor Kal. Pendowoharjo B,110.33948455676943,-7.863724888175241,2026-08-17T06:32:45.133Z,mapid_activities
6a82a4ed4fd70be4125ce721,halte,Halte Kantor Kap. Bantul,110.33170883084773,-7.883524911426363,2026-08-17T06:06:37.561Z,mapid_activities
6a82b28438bb192425f4c71c,halte,Halte Kantor Kesbangpol A,110.34136251171253,-7.8563818099374885,2026-08-17T07:04:36.376Z,mapid_activities
6a82b1609870dcf66e459968,halte,Halte Kantor Kesbangpol B,110.34136781478492,-7.85677568638242,2026-08-17T06:59:44.322Z,mapid_activities
6a90f1c652d86e03b51c7896,halte,Halte Katamso 2,110.36915890069764,-7.802704031328503,2026-08-28T02:26:14.006Z,mapid_activities
6a8a56f60d6732db988bd3bb,halte,Halte Kenari 1 di Depan Fakultas Psikologi UNY dan di Sebelah Selatan Stadiun Mandala Krida,110.38323059426864,-7.7975338130852805,2026-08-23T02:12:06.641Z,mapid_activities
6a81952370c999b67933637f,halte,"Halte Kentungan: Bangunan Terawat, Ruang Tunggu Kosong",110.38452648442455,-7.755946743830563,2026-08-16T10:46:59.818Z,mapid_activities
6a855e58bbd0aa678bab72c7,halte,Halte KHA Dahlan A,110.36014288772952,-7.801236698318434,2026-08-19T07:42:16.614Z,mapid_activities
6a856fcabbd0aa678bab8a39,halte,Halte KHA Dahlan B,110.36040363174106,-7.8011562542099,2026-08-19T08:56:42.414Z,mapid_activities
6a8a48bd0d6732db988bcba4,halte,Halte KHA Dahlan Selatan di Depan Balai Kota Lama dan Masjid Attahkim Kodya Jogjakarta,110.36017661869442,-7.801243559504002,2026-08-23T01:11:25.426Z,mapid_activities
6a8a4a8852d86e03b518eb2a,halte,Halte KHA Dahlan Utara di sebrang Balai Kota Lama dan Masjid Attahkim Kodya Yogyakarta,110.36040096762889,-7.801152961181444,2026-08-23T01:19:04.369Z,mapid_activities
6a896bc152d86e03b5188055,halte,Halte Kolonel Sugiono atau Museum Perjuangan di Samping Masjid Baiturrahim,110.37179794873919,-7.815159263363967,2026-08-22T09:28:33.059Z,mapid_activities
6a881c1fd57440d48a1f3af3,halte,Halte Kompi Senapan-C,110.33256331627194,-7.777350027437976,2026-08-21T09:36:31.574Z,mapid_activities
6a8cf95352d86e03b51a5c10,halte,Halte Kopma UGM,110.37513742326371,-7.774292469348211,2026-08-25T02:09:23.903Z,mapid_activities
6a8d081852d86e03b51a643e,halte,Halte Kosudgama,110.37864509142526,-7.776162838724844,2026-08-25T03:12:24.423Z,mapid_activities
6a86c045460277aa84151af0,halte,Halte Kridosono,110.37537075941361,-7.787363850950726,2026-08-20T08:52:21.482Z,mapid_activities
6a8940bc478dc3b356b74823,halte,Halte Kusumanegara 2 di Jalan Kusumanegara dekat Makam Pahlawan,110.38215100000002,-7.801912,2026-08-22T06:25:00.180Z,mapid_activities
6a893743478dc3b356b740c6,halte,Halte Kusumanegara 4 di Depan Kantor Kementrian Agraria dan Tata Ruang / Badan Pertahanan Nasional Jogja,110.39335463288893,-7.802256588233888,2026-08-22T05:44:35.378Z,mapid_activities
6a8aa0b252d86e03b5193b64,halte,Halte Lapangan Kasihan A,110.3281332194357,-7.825076875431506,2026-08-23T07:26:42.256Z,mapid_activities
6a8aa00152d86e03b5193ab9,halte,Halte Lapangan Kasihan B,110.32900155608331,-7.826207698705673,2026-08-23T07:23:45.770Z,mapid_activities
6a89267052d86e03b5183591,halte,Halte Lowanu A,110.37603009886237,-7.817054694483318,2026-08-22T04:32:48.572Z,mapid_activities
6a89274552d86e03b51835ec,halte,Halte Lowanu B,110.37598738283009,-7.8168996664160915,2026-08-22T04:36:21.599Z,mapid_activities
