trip_id,service_id,train_number,stop_sequence,stop_id,station_name_raw,scheduled_time_raw,scheduled_time_local,day_offset,source_file,source_page,effective_from,effective_until,source_last_updated,freshness_as_of,freshness_status
rail-yia_yogyakarta_airport-567,yia_yogyakarta_airport,567,1,airport_rail-yogyakarta-c31b2603,Yogyakarta,15:49,15:49,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-567,yia_yogyakarta_airport,567,2,airport_rail-wates-2540640a,Wates,16:15,16:15,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-567,yia_yogyakarta_airport,567,3,airport_rail-yia-7b5a2304,YIA,16:28,16:28,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-531,yia_yogyakarta_airport,531,1,airport_rail-yogyakarta-c31b2603,Yogyakarta,16:07,16:07,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-531,yia_yogyakarta_airport,531,2,airport_rail-wates-2540640a,Wates,16:33,16:33,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-531,yia_yogyakarta_airport,531,3,airport_rail-yia-7b5a2304,YIA,16:46,16:46,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-543,yia_yogyakarta_airport,543,1,airport_rail-yogyakarta-c31b2603,Yogyakarta,16:48,16:48,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-543,yia_yogyakarta_airport,543,2,airport_rail-yia-7b5a2304,YIA,17:23,17:23,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-557,yia_yogyakarta_airport,557,1,airport_rail-yogyakarta-c31b2603,Yogyakarta,17:15,17:15,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-557,yia_yogyakarta_airport,557,2,airport_rail-yia-7b5a2304,YIA,17:50,17:50,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-569,yia_yogyakarta_airport,569,1,airport_rail-yogyakarta-c31b2603,Yogyakarta,18:25,18:25,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-569,yia_yogyakarta_airport,569,2,airport_rail-wates-2540640a,Wates,18:51,18:51,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-569,yia_yogyakarta_airport,569,3,airport_rail-yia-7b5a2304,YIA,19:04,19:04,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-559,yia_yogyakarta_airport,559,1,airport_rail-yogyakarta-c31b2603,Yogyakarta,18:50,18:50,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-559,yia_yogyakarta_airport,559,2,airport_rail-yia-7b5a2304,YIA,19:25,19:25,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-533,yia_yogyakarta_airport,533,1,airport_rail-yogyakarta-c31b2603,Yogyakarta,19:16,19:16,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-533,yia_yogyakarta_airport,533,2,airport_rail-wates-2540640a,Wates,19:42,19:42,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-533,yia_yogyakarta_airport,533,3,airport_rail-yia-7b5a2304,YIA,19:55,19:55,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-545,yia_yogyakarta_airport,545,1,airport_rail-yogyakarta-c31b2603,Yogyakarta,20:12,20:12,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_yogyakarta_airport-545,yia_yogyakarta_airport,545,2,airport_rail-yia-7b5a2304,YIA,20:47,20:47,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-522,yia_airport_yogyakarta,522,1,airport_rail-yia-7b5a2304,YIA,05:16,05:16,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-522,yia_airport_yogyakarta,522,2,airport_rail-wates-2540640a,Wates,05:31,05:31,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-522,yia_airport_yogyakarta,522,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,05:55,05:55,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-562,yia_airport_yogyakarta,562,1,airport_rail-yia-7b5a2304,YIA,06:20,06:20,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-562,yia_airport_yogyakarta,562,2,airport_rail-wates-2540640a,Wates,06:35,06:35,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-562,yia_airport_yogyakarta,562,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,06:59,06:59,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-548f,yia_airport_yogyakarta,548F,1,airport_rail-yia-7b5a2304,YIA,07:00,07:00,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-548f,yia_airport_yogyakarta,548F,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,07:35,07:35,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-524,yia_airport_yogyakarta,524,1,airport_rail-yia-7b5a2304,YIA,07:46,07:46,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-524,yia_airport_yogyakarta,524,2,airport_rail-wates-2540640a,Wates,08:01,08:01,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-524,yia_airport_yogyakarta,524,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,08:25,08:25,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-536,yia_airport_yogyakarta,536,1,airport_rail-yia-7b5a2304,YIA,08:40,08:40,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-536,yia_airport_yogyakarta,536,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,09:15,09:15,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-550,yia_airport_yogyakarta,550,1,airport_rail-yia-7b5a2304,YIA,09:05,09:05,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-550,yia_airport_yogyakarta,550,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,09:40,09:40,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-526,yia_airport_yogyakarta,526,1,airport_rail-yia-7b5a2304,YIA,09:53,09:53,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-526,yia_airport_yogyakarta,526,2,airport_rail-wates-2540640a,Wates,10:08,10:08,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-526,yia_airport_yogyakarta,526,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,10:32,10:32,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-538,yia_airport_yogyakarta,538,1,airport_rail-yia-7b5a2304,YIA,10:20,10:20,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-538,yia_airport_yogyakarta,538,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,10:55,10:55,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-552,yia_airport_yogyakarta,552,1,airport_rail-yia-7b5a2304,YIA,10:54,10:54,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-552,yia_airport_yogyakarta,552,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,11:39,11:39,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-564,yia_airport_yogyakarta,564,1,airport_rail-yia-7b5a2304,YIA,11:35,11:35,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-564,yia_airport_yogyakarta,564,2,airport_rail-wates-2540640a,Wates,11:50,11:50,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-564,yia_airport_yogyakarta,564,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,12:14,12:14,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-540,yia_airport_yogyakarta,540,1,airport_rail-yia-7b5a2304,YIA,12:24,12:24,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-540,yia_airport_yogyakarta,540,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,12:59,12:59,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-528,yia_airport_yogyakarta,528,1,airport_rail-yia-7b5a2304,YIA,13:25,13:25,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-528,yia_airport_yogyakarta,528,2,airport_rail-wates-2540640a,Wates,13:40,13:40,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-528,yia_airport_yogyakarta,528,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,14:04,14:04,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-554,yia_airport_yogyakarta,554,1,airport_rail-yia-7b5a2304,YIA,14:45,14:45,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-554,yia_airport_yogyakarta,554,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,15:20,15:20,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-566,yia_airport_yogyakarta,566,1,airport_rail-yia-7b5a2304,YIA,14:56,14:56,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-566,yia_airport_yogyakarta,566,2,airport_rail-wates-2540640a,Wates,15:11,15:11,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-566,yia_airport_yogyakarta,566,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,15:35,15:35,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-530,yia_airport_yogyakarta,530,1,airport_rail-yia-7b5a2304,YIA,15:20,15:20,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-530,yia_airport_yogyakarta,530,2,airport_rail-wates-2540640a,Wates,15:35,15:35,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-530,yia_airport_yogyakarta,530,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,15:59,15:59,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-542,yia_airport_yogyakarta,542,1,airport_rail-yia-7b5a2304,YIA,15:45,15:45,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-542,yia_airport_yogyakarta,542,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,16:20,16:20,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-556,yia_airport_yogyakarta,556,1,airport_rail-yia-7b5a2304,YIA,16:17,16:17,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-556,yia_airport_yogyakarta,556,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,16:52,16:52,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-568,yia_airport_yogyakarta,568,1,airport_rail-yia-7b5a2304,YIA,17:00,17:00,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-568,yia_airport_yogyakarta,568,2,airport_rail-wates-2540640a,Wates,17:15,17:15,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-568,yia_airport_yogyakarta,568,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,17:39,17:39,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-532,yia_airport_yogyakarta,532,1,airport_rail-yia-7b5a2304,YIA,17:34,17:34,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-532,yia_airport_yogyakarta,532,2,airport_rail-wates-2540640a,Wates,17:49,17:49,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-532,yia_airport_yogyakarta,532,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,18:13,18:13,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-558,yia_airport_yogyakarta,558,1,airport_rail-yia-7b5a2304,YIA,18:00,18:00,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-558,yia_airport_yogyakarta,558,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,18:35,18:35,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-544,yia_airport_yogyakarta,544,1,airport_rail-yia-7b5a2304,YIA,18:54,18:54,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-544,yia_airport_yogyakarta,544,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,19:29,19:29,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-570,yia_airport_yogyakarta,570,1,airport_rail-yia-7b5a2304,YIA,19:46,19:46,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-570,yia_airport_yogyakarta,570,2,airport_rail-wates-2540640a,Wates,20:01,20:01,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-570,yia_airport_yogyakarta,570,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,20:25,20:25,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-560,yia_airport_yogyakarta,560,1,airport_rail-yia-7b5a2304,YIA,20:15,20:15,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-560,yia_airport_yogyakarta,560,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,20:50,20:50,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-534,yia_airport_yogyakarta,534,1,airport_rail-yia-7b5a2304,YIA,20:55,20:55,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-534,yia_airport_yogyakarta,534,2,airport_rail-wates-2540640a,Wates,21:10,21:10,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-534,yia_airport_yogyakarta,534,3,airport_rail-yogyakarta-c31b2603,Yogyakarta,21:34,21:34,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-546,yia_airport_yogyakarta,546,1,airport_rail-yia-7b5a2304,YIA,21:30,21:30,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-yia_airport_yogyakarta-546,yia_airport_yogyakarta,546,2,airport_rail-yogyakarta-c31b2603,Yogyakarta,22:05,22:05,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-501,prameks_yogyakarta_kutoarjo,501,1,rail-yogyakarta-ee79e4bf,Yogyakarta,06:40,06:40,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-501,prameks_yogyakarta_kutoarjo,501,2,rail-wates-ce53a26a,Wates,07:07,07:07,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-501,prameks_yogyakarta_kutoarjo,501,3,rail-wojo-082cf34c,Wojo,07:20,07:20,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-501,prameks_yogyakarta_kutoarjo,501,4,rail-jenar-b5839ec3,Jenar,07:29,07:29,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-501,prameks_yogyakarta_kutoarjo,501,5,rail-kutoarjo-2e81b286,Kutoarjo,07:42,07:42,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-503,prameks_yogyakarta_kutoarjo,503,1,rail-yogyakarta-ee79e4bf,Yogyakarta,11:50,11:50,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-503,prameks_yogyakarta_kutoarjo,503,2,rail-wates-ce53a26a,Wates,12:15,12:15,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-503,prameks_yogyakarta_kutoarjo,503,3,rail-wojo-082cf34c,Wojo,12:28,12:28,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-503,prameks_yogyakarta_kutoarjo,503,4,rail-jenar-b5839ec3,Jenar,12:37,12:37,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-503,prameks_yogyakarta_kutoarjo,503,5,rail-kutoarjo-2e81b286,Kutoarjo,12:49,12:49,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-505,prameks_yogyakarta_kutoarjo,505,1,rail-yogyakarta-ee79e4bf,Yogyakarta,15:15,15:15,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-505,prameks_yogyakarta_kutoarjo,505,2,rail-wates-ce53a26a,Wates,15:42,15:42,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-505,prameks_yogyakarta_kutoarjo,505,3,rail-wojo-082cf34c,Wojo,15:55,15:55,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-505,prameks_yogyakarta_kutoarjo,505,4,rail-jenar-b5839ec3,Jenar,16:04,16:04,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-505,prameks_yogyakarta_kutoarjo,505,5,rail-kutoarjo-2e81b286,Kutoarjo,16:16,16:16,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-509,prameks_yogyakarta_kutoarjo,509,1,rail-yogyakarta-ee79e4bf,Yogyakarta,16:20,16:20,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-509,prameks_yogyakarta_kutoarjo,509,2,rail-wates-ce53a26a,Wates,16:45,16:45,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-509,prameks_yogyakarta_kutoarjo,509,3,rail-wojo-082cf34c,Wojo,16:58,16:58,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-509,prameks_yogyakarta_kutoarjo,509,4,rail-jenar-b5839ec3,Jenar,17:07,17:07,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-509,prameks_yogyakarta_kutoarjo,509,5,rail-kutoarjo-2e81b286,Kutoarjo,17:20,17:20,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-507,prameks_yogyakarta_kutoarjo,507,1,rail-yogyakarta-ee79e4bf,Yogyakarta,18:05,18:05,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-507,prameks_yogyakarta_kutoarjo,507,2,rail-wates-ce53a26a,Wates,18:29,18:29,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-507,prameks_yogyakarta_kutoarjo,507,3,rail-wojo-082cf34c,Wojo,18:42,18:42,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-507,prameks_yogyakarta_kutoarjo,507,4,rail-jenar-b5839ec3,Jenar,18:51,18:51,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_yogyakarta_kutoarjo-507,prameks_yogyakarta_kutoarjo,507,5,rail-kutoarjo-2e81b286,Kutoarjo,19:03,19:03,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-508,prameks_kutoarjo_yogyakarta,508,1,rail-kutoarjo-2e81b286,Kutoarjo,05:10,05:10,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-508,prameks_kutoarjo_yogyakarta,508,2,rail-jenar-b5839ec3,Jenar,05:23,05:23,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-508,prameks_kutoarjo_yogyakarta,508,3,rail-wojo-082cf34c,Wojo,05:32,05:32,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-508,prameks_kutoarjo_yogyakarta,508,4,rail-wates-ce53a26a,Wates,05:45,05:45,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-508,prameks_kutoarjo_yogyakarta,508,5,rail-yogyakarta-ee79e4bf,Yogyakarta,06:10,06:10,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-502,prameks_kutoarjo_yogyakarta,502,1,rail-kutoarjo-2e81b286,Kutoarjo,09:05,09:05,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-502,prameks_kutoarjo_yogyakarta,502,2,rail-jenar-b5839ec3,Jenar,09:19,09:19,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-502,prameks_kutoarjo_yogyakarta,502,3,rail-wojo-082cf34c,Wojo,09:28,09:28,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-502,prameks_kutoarjo_yogyakarta,502,4,rail-wates-ce53a26a,Wates,09:41,09:41,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-502,prameks_kutoarjo_yogyakarta,502,5,rail-yogyakarta-ee79e4bf,Yogyakarta,10:05,10:05,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-504,prameks_kutoarjo_yogyakarta,504,1,rail-kutoarjo-2e81b286,Kutoarjo,13:19,13:19,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-504,prameks_kutoarjo_yogyakarta,504,2,rail-jenar-b5839ec3,Jenar,13:32,13:32,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-504,prameks_kutoarjo_yogyakarta,504,3,rail-wojo-082cf34c,Wojo,13:41,13:41,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-504,prameks_kutoarjo_yogyakarta,504,4,rail-wates-ce53a26a,Wates,13:54,13:54,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
rail-prameks_kutoarjo_yogyakarta-504,prameks_kutoarjo_yogyakarta,504,5,rail-yogyakarta-ee79e4bf,Yogyakarta,14:19,14:19,0,Peta Integrasi Angkutan Umum.pdf,8,,,2025-02-01,2026-09-12,unverified
