route_id,stop_sequence,stop_id,stop_name_raw,source_file,source_page,effective_from,effective_until,source_last_updated,freshness_as_of,freshness_status
5B,31,bus-bulog-970050c0,Halte Bulog,trans-jogja.csv,,,,,2026-09-12,unverified
5B,32,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
5B,33,bus-suroto-1-321a9677,TPB Suroto 1,trans-jogja.csv,,,,,2026-09-12,unverified
5B,34,bus-cik-di-tiro-2-c9609bbb,Halte TJ Cik Di Tiro 2,trans-jogja.csv,,,,,2026-09-12,unverified
5B,35,bus-smpn-1-yogyakarta-f7500491,TPB SMPN 1 Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
5B,36,bus-fisipol-ugm-e-1c7537a9,Fisipol UGM (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
5B,37,bus-smp-n-6-3c66eb40,SMP N 6,trans-jogja.csv,,,,,2026-09-12,unverified
5B,38,bus-kricak-7a2314de,Kricak,trans-jogja.csv,,,,,2026-09-12,unverified
5B,39,bus-karangwaru-w-2eff8d12,Karangwaru (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
5B,40,bus-tvri-w-05cc82e3,TVRI (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
5B,41,bus-daytrans-jalan-magelang-d2cbfb7a,Daytrans Jl. Magelang,trans-jogja.csv,,,,,2026-09-12,unverified
5B,42,bus-jogja-city-mall-w-5608534c,Jogja City Mall (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
5B,43,bus-mmtc-yogya-27d0c99b,MMTC Yogya,trans-jogja.csv,,,,,2026-09-12,unverified
5B,44,bus-terminal-jombor-536d39cc,Terminal Jombor,trans-jogja.csv,,,,,2026-09-12,unverified
6,1,bus-park-and-ride-gamping-2562ef81,Park and Ride Gamping,trans-jogja.csv,,,,,2026-09-12,unverified
6,2,bus-pku-gamping-0fdc4be0,PKU Gamping,trans-jogja.csv,,,,,2026-09-12,unverified
6,3,bus-pasar-gamping-n-afa34dac,Pasar Gamping (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
6,4,bus-bsi-98bb411e,Portabel BSI,trans-jogja.csv,,,,,2026-09-12,unverified
6,5,bus-umy-2-f4825ea1,TPB UMY 2,trans-jogja.csv,,,,,2026-09-12,unverified
6,6,bus-bri-umy-8fdcca3e,TPB BRI UMY,trans-jogja.csv,,,,,2026-09-12,unverified
6,7,bus-universitas-alma-ata-d05d3a6b,TPB Universitas Alma Ata,trans-jogja.csv,,,,,2026-09-12,unverified
6,8,bus-jadan-2-a581f4d4,Jadan 2,trans-jogja.csv,,,,,2026-09-12,unverified
6,9,bus-kasihan-d9bd2111,TPB Kasihan,trans-jogja.csv,,,,,2026-09-12,unverified
6,10,bus-simpang-diklat-diy-4f84a321,TPB Simpang Diklat DIY,trans-jogja.csv,,,,,2026-09-12,unverified
6,11,bus-gedung-madu-candhya-2-3a76d53b,TPB Gedung Madu Candhya 2,trans-jogja.csv,,,,,2026-09-12,unverified
6,12,bus-sman-1-kasihan-w-23845f53,SMAN 1 Kasihan (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
6,13,bus-smk-seni-2-88816be2,TPB SMK Seni 2,trans-jogja.csv,,,,,2026-09-12,unverified
6,14,bus-pasar-legi-yogyakarta-9455c379,Pasar Legi Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
6,15,bus-muallimin-n-49002d1a,Muallimin (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
6,16,bus-tejokusuman-tamansari-e7596b7b,Portabel Tejokusuman (Tamansari),trans-jogja.csv,,,,,2026-09-12,unverified
6,17,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
6,18,bus-kha-dahlan-n-3fb74d20,KHA Dahlan (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
6,19,bus-taman-pintar-1b9e094b,Taman Pintar,trans-jogja.csv,,,,,2026-09-12,unverified
6,20,bus-jalan-mayor-suryotomo-78bd4048,TPB Jl. Mayor Suryotomo,trans-jogja.csv,,,,,2026-09-12,unverified
6,21,bus-progo-e27cb7fc,Progo,trans-jogja.csv,,,,,2026-09-12,unverified
6,22,bus-jalan-mataram-hotel-akur-bfbbe7b3,Jl. Mataram Hotel Akur,trans-jogja.csv,,,,,2026-09-12,unverified
6,23,bus-teras-malioboro-2-d4789a15,Portable Teras Malioboro 2,trans-jogja.csv,,,,,2026-09-12,unverified
6,24,bus-malioboro-1-b886c248,Halte Malioboro 1,trans-jogja.csv,,,,,2026-09-12,unverified
6,25,bus-malioboro-2-kepatihan-edeea5b5,Halte Malioboro 2 (Kepatihan),trans-jogja.csv,,,,,2026-09-12,unverified
6,26,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
6,27,bus-kha-dahlan-s-065936ef,KHA Dahlan (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
6,28,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
6,29,bus-muallimin-s-2f1d1246,Muallimin (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
6,30,bus-pasar-legi-352c9c2c,TPB Pasar Legi,trans-jogja.csv,,,,,2026-09-12,unverified
6,31,bus-smk-seni-1-4ee60558,TPB SMK Seni 1,trans-jogja.csv,,,,,2026-09-12,unverified
6,32,bus-sman-1-kasihan-e-713cf506,SMAN 1 Kasihan (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
6,33,bus-gedung-madu-candhya-1-7aa1ea1b,TPB Gedung Madu Candhya 1,trans-jogja.csv,,,,,2026-09-12,unverified
6,34,bus-ponpes-hamatul-quran-0542f85d,TPB Ponpes Hamatul Quran,trans-jogja.csv,,,,,2026-09-12,unverified
6,35,bus-lap-kasihan-b684de58,TPB Lap. Kasihan,trans-jogja.csv,,,,,2026-09-12,unverified
6,36,bus-jadan-1-942625db,Jadan 1,trans-jogja.csv,,,,,2026-09-12,unverified
6,37,bus-apotek-muji-sehat-948061e4,TPB Apotek Muji Sehat,trans-jogja.csv,,,,,2026-09-12,unverified
6,38,bus-umy-1-990ef287,TPB UMY 1,trans-jogja.csv,,,,,2026-09-12,unverified
6,39,bus-amik-bsi-60e8ad5a,TPB AMIK BSI,trans-jogja.csv,,,,,2026-09-12,unverified
6,40,bus-pasar-gamping-s-09bd18f9,Pasar Gamping (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
6,41,bus-bpd-gamping-s-4c58803f,BPD Gamping (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
6,42,bus-park-and-ride-gamping-2562ef81,Park and Ride Gamping,trans-jogja.csv,,,,,2026-09-12,unverified
8,1,bus-terminal-jombor-536d39cc,Terminal Jombor,trans-jogja.csv,,,,,2026-09-12,unverified
8,2,bus-uty-ringroad-utara-2-a1cdb21a,Portabel UTY Ringroad Utara 2,trans-jogja.csv,,,,,2026-09-12,unverified
8,3,bus-dusun-ngawen-d785cc2b,Portable Dusun Ngawen,trans-jogja.csv,,,,,2026-09-12,unverified
8,4,bus-westlake-2-9ab01be8,Portabel Westlake 2,trans-jogja.csv,,,,,2026-09-12,unverified
8,5,bus-rs-queen-latifa-f8657100,RS Queen Latifa,trans-jogja.csv,,,,,2026-09-12,unverified
8,6,bus-perumahan-nogotirto-01efa425,Perumahan Nogotirto,trans-jogja.csv,,,,,2026-09-12,unverified
8,7,bus-simpang-demak-ijo-d6a576b5,Portabel Simpang Demak Ijo,trans-jogja.csv,,,,,2026-09-12,unverified
8,8,bus-simpang-godean-nogotirto-1b7226f0,Simpang Godean Nogotirto,trans-jogja.csv,,,,,2026-09-12,unverified
8,9,bus-kantor-pos-demak-ijo-9a532390,Kantor Pos Demak Ijo,trans-jogja.csv,,,,,2026-09-12,unverified
8,10,bus-sdn-1-demak-ijo-c2c3b953,SDN 1 Demak Ijo,trans-jogja.csv,,,,,2026-09-12,unverified
8,11,bus-pasar-tlogorejo-a9a5b6ae,Pasar Tlogorejo,trans-jogja.csv,,,,,2026-09-12,unverified
8,12,bus-mcd-godean-f30996f8,Portabel McD Godean,trans-jogja.csv,,,,,2026-09-12,unverified
8,13,bus-soragan-1-0aad9df9,Portabel Soragan 1,trans-jogja.csv,,,,,2026-09-12,unverified
8,14,bus-badan-kepegawaian-di-yogyakarta-9ccbb65f,Badan Kepegawaian DI Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
8,15,bus-pasar-pingit-n-b419e949,Pasar Pingit (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
8,16,bus-pasar-krangan-8db5e3eb,Halte Pasar Krangan,trans-jogja.csv,,,,,2026-09-12,unverified
8,17,bus-mangkubumi-1-c45ff36a,Halte Mangkubumi 1,trans-jogja.csv,,,,,2026-09-12,unverified
8,18,bus-mangkubumi-2-f24a8c2b,Halte Mangkubumi 2,trans-jogja.csv,,,,,2026-09-12,unverified
8,19,bus-eks-menara-kopi-n-a0aeefe1,Eks Menara Kopi (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
8,20,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
8,21,bus-eks-menara-kopi-s-dd0efb75,Eks Menara Kopi (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
8,22,bus-malioboro-1-b886c248,Halte Malioboro 1,trans-jogja.csv,,,,,2026-09-12,unverified
8,23,bus-malioboro-2-kepatihan-edeea5b5,Halte Malioboro 2 (Kepatihan),trans-jogja.csv,,,,,2026-09-12,unverified
8,24,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
8,25,bus-kha-dahlan-s-065936ef,Halte KHA Dahlan (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
8,26,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
8,27,bus-kha-dahlan-n-3fb74d20,KHA Dahlan (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
8,28,bus-bhayangkara-3972633d,Bhayangkara,trans-jogja.csv,,,,,2026-09-12,unverified
8,29,bus-pasar-pathuk-2eb8737e,Pasar Pathuk,trans-jogja.csv,,,,,2026-09-12,unverified
8,30,bus-sosrowijayan-dcdae1fc,Sosrowijayan,trans-jogja.csv,,,,,2026-09-12,unverified
8,31,bus-yogyakarta-0b7ac635,Stasiun Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
8,32,bus-jlagran-402c26ac,Jlagran,trans-jogja.csv,,,,,2026-09-12,unverified
8,33,bus-eks-perpusda-80a03598,Eks Perpusda,trans-jogja.csv,,,,,2026-09-12,unverified
8,34,bus-smp-n-14-86dc3cfa,Halte SMP N 14,trans-jogja.csv,,,,,2026-09-12,unverified
8,35,bus-pasar-pingit-s-ef51f110,Pasar Pingit (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
8,36,bus-bkd-s-fe8220fe,BKD (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
8,37,bus-soragan-2-49e0e9cb,Portabel Soragan 2,trans-jogja.csv,,,,,2026-09-12,unverified
8,38,bus-dentes-ruko-godean-2ce70ad6,Portabel Dentes (Ruko Godean),trans-jogja.csv,,,,,2026-09-12,unverified
8,39,bus-pasar-tlogorejo-2-43254f03,Pasar Tlogorejo 2,trans-jogja.csv,,,,,2026-09-12,unverified
8,40,bus-sdn-1-demak-ijo-2-4199d9d2,SDN 1 Demak Ijo 2,trans-jogja.csv,,,,,2026-09-12,unverified
8,41,bus-kantor-pos-demak-ijo-2-8eeba9b2,Kantor Pos Demak Ijo 2,trans-jogja.csv,,,,,2026-09-12,unverified
8,42,bus-simpang-nogotirto-a8516abc,Halte Simpang Nogotirto,trans-jogja.csv,,,,,2026-09-12,unverified
8,43,bus-kompi-senapan-c-s-e0038af6,Kompi Senapan-C (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
8,44,bus-total-security-sp-demak-ijo-1a6933c9,Portabel Total Security (SP Demak Ijo),trans-jogja.csv,,,,,2026-09-12,unverified
8,45,bus-smp-3-gamping-6fb14f1c,SMP 3 Gamping,trans-jogja.csv,,,,,2026-09-12,unverified
8,46,bus-unisa-51efca60,TPB UNISA,trans-jogja.csv,,,,,2026-09-12,unverified
8,47,bus-westlake-1-686853be,Portabel Westlake 1,trans-jogja.csv,,,,,2026-09-12,unverified
8,48,bus-uty-ringroad-utara-1-d1f84e81,Portabel UTY Ringroad Utara 1,trans-jogja.csv,,,,,2026-09-12,unverified
8,49,bus-terminal-jombor-536d39cc,Terminal Jombor,trans-jogja.csv,,,,,2026-09-12,unverified
9,1,bus-terminal-giwangan-ee421b03,Terminal Giwangan,trans-jogja.csv,,,,,2026-09-12,unverified
9,2,bus-uad-ringroad-selatan-2-1cdc1ec5,TPB UAD Ringroad Selatan 2,trans-jogja.csv,,,,,2026-09-12,unverified
9,3,bus-simpang-wojo-1-45f7fc67,TPB Simpang Wojo 1,trans-jogja.csv,,,,,2026-09-12,unverified
9,4,bus-salakan-druwo-4c17bc86,Salakan Druwo,trans-jogja.csv,,,,,2026-09-12,unverified
9,5,bus-jogokariyan-72238fe9,Jogokariyan,trans-jogja.csv,,,,,2026-09-12,unverified
9,6,bus-jalan-mayjen-sutoyo-jokteng-wetan-fb44ee8b,Portabel Jl. Mayjen Sutoyo (Jokteng Wetan),trans-jogja.csv,,,,,2026-09-12,unverified
9,7,bus-jalan-mayjen-sutoyo-pasar-gading-4125f520,Portabel Jl. Mayjen Sutoyo (Pasar Gading),trans-jogja.csv,,,,,2026-09-12,unverified
9,8,bus-mt-haryono-2-sma-n-7-f2748d4c,Halte MT Haryono 2 (SMA N 7),trans-jogja.csv,,,,,2026-09-12,unverified
9,9,bus-tejokusuman-tamansari-e7596b7b,Portabel Tejokusuman (Tamansari),trans-jogja.csv,,,,,2026-09-12,unverified
9,10,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
9,11,bus-pasar-serangan-0fab18f3,TPB Pasar Serangan,trans-jogja.csv,,,,,2026-09-12,unverified
9,12,bus-cokroaminoto-sma-1-63bf5f7a,Halte Cokroaminoto SMA 1,trans-jogja.csv,,,,,2026-09-12,unverified
9,13,bus-smpn-11-eks-perpusda-7eb02814,Halte SMPN 11- Eks Perpusda,trans-jogja.csv,,,,,2026-09-12,unverified
9,14,bus-smp-n-14-86dc3cfa,Halte SMP N 14,trans-jogja.csv,,,,,2026-09-12,unverified
9,15,bus-hotel-utara-ea824463,Hotel Utara,trans-jogja.csv,,,,,2026-09-12,unverified
9,16,bus-kricak-7a2314de,Kricak,trans-jogja.csv,,,,,2026-09-12,unverified
9,17,bus-karangwaru-w-2eff8d12,Karangwaru (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
9,18,bus-tvri-w-05cc82e3,TVRI (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
9,19,bus-daytrans-jalan-magelang-d2cbfb7a,Daytrans Jl. Magelang,trans-jogja.csv,,,,,2026-09-12,unverified
9,20,bus-jogja-city-mall-w-5608534c,Jogja City Mall (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
9,21,bus-mmtc-yogya-27d0c99b,MMTC Yogya,trans-jogja.csv,,,,,2026-09-12,unverified
9,22,bus-terminal-jombor-536d39cc,Terminal Jombor,trans-jogja.csv,,,,,2026-09-12,unverified
9,23,bus-indogrosir-a30b9f32,Indogrosir,trans-jogja.csv,,,,,2026-09-12,unverified
9,24,bus-jogja-city-mall-e-58185771,Jogja City Mall (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
9,25,bus-atakrib-jalan-magelang-830dd5b2,Atakrib Jl. Magelang,trans-jogja.csv,,,,,2026-09-12,unverified
9,26,bus-tvri-e-436715b2,TPB TVRI (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
9,27,bus-karangwaru-e-d57a2b75,Karangwaru (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
9,28,bus-hotel-utara-e-a8afeab1,Hotel Utara (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
9,29,bus-samsat-4b659405,Halte Samsat,trans-jogja.csv,,,,,2026-09-12,unverified
9,30,bus-saudagaran-cf7f3da6,Halte Saudagaran,trans-jogja.csv,,,,,2026-09-12,unverified
9,31,bus-sma-1-yogyakarta-a1494736,Halte SMA 1 Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
9,32,bus-re-martadinata-51558c5d,TPB RE Martadinata,trans-jogja.csv,,,,,2026-09-12,unverified
9,33,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
9,34,bus-tamansari-7a17b638,Portable Tamansari,trans-jogja.csv,,,,,2026-09-12,unverified
9,35,bus-mt-haryono-1-jokteng-kulon-be1d0306,TPB MT Haryono 1 (Jokteng Kulon),trans-jogja.csv,,,,,2026-09-12,unverified
9,36,bus-jalan-mayjen-sutoyo-plengkung-gading-e73901f8,TPB Jl. Mayjen Sutoyo (Plengkung Gading),trans-jogja.csv,,,,,2026-09-12,unverified
9,37,bus-hotel-noola-1d14dbb7,Halte Hotel Noola,trans-jogja.csv,,,,,2026-09-12,unverified
9,38,bus-jogokaryan-kimia-farma-1-89e48fc3,Portabel Jogokaryan Kimia Farma 1,trans-jogja.csv,,,,,2026-09-12,unverified
9,39,bus-druwo-12f06437,Portabel Druwo,trans-jogja.csv,,,,,2026-09-12,unverified
9,40,bus-uad-ringroad-selatan-1-12450bcf,TPB UAD Ringroad Selatan 1,trans-jogja.csv,,,,,2026-09-12,unverified
9,41,bus-terminal-giwangan-ee421b03,Terminal Giwangan,trans-jogja.csv,,,,,2026-09-12,unverified
10,1,bus-park-and-ride-gamping-2562ef81,Park and Ride Gamping,trans-jogja.csv,,,,,2026-09-12,unverified
10,2,bus-pku-gamping-0fdc4be0,PKU Gamping,trans-jogja.csv,,,,,2026-09-12,unverified
10,3,bus-pasar-gamping-n-afa34dac,Pasar Gamping (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
10,4,bus-palem-gurih-2929ac62,Palem Gurih,trans-jogja.csv,,,,,2026-09-12,unverified
10,5,bus-ruko-bayeman-2-23c4a9d2,TPB Ruko Bayeman 2,trans-jogja.csv,,,,,2026-09-12,unverified
10,6,bus-museum-bahari-2-26c36bd9,TPB Museum Bahari 2,trans-jogja.csv,,,,,2026-09-12,unverified
10,7,bus-smp-muhammadiyah-3-8d306de7,SMP Muhammadiyah 3,trans-jogja.csv,,,,,2026-09-12,unverified
10,8,bus-gkj-wirobrajan-e-23f9db6e,GKJ Wirobrajan (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
10,9,bus-muallimin-n-49002d1a,Muallimin (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
10,10,bus-tejokusuman-tamansari-e7596b7b,Portabel Tejokusuman (Tamansari),trans-jogja.csv,,,,,2026-09-12,unverified
10,11,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
10,12,bus-kha-dahlan-n-3fb74d20,KHA Dahlan (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
10,13,bus-taman-pintar-1b9e094b,Taman Pintar,trans-jogja.csv,,,,,2026-09-12,unverified
10,14,bus-suryotomo-9ab084b2,Suryotomo,trans-jogja.csv,,,,,2026-09-12,unverified
10,15,bus-progo-e27cb7fc,Progo,trans-jogja.csv,,,,,2026-09-12,unverified
10,16,bus-jalan-mataram-hotel-akur-bfbbe7b3,Jl. Mataram Hotel Akur,trans-jogja.csv,,,,,2026-09-12,unverified
10,17,bus-teras-malioboro-2-d4789a15,Portable Teras Malioboro 2,trans-jogja.csv,,,,,2026-09-12,unverified
10,18,bus-eks-menara-kopi-n-a0aeefe1,Eks Menara Kopi (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
10,19,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
10,20,bus-lempuyangan-gudang-n-dc79fb4e,Lempuyangan Gudang (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
10,21,bus-lempuyangan-1f307a91,Stasiun Lempuyangan,trans-jogja.csv,,,,,2026-09-12,unverified
10,22,bus-tarumartani-n-f5b09b35,Tarumartani (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
10,23,bus-mako-lanal-yogyakarta-8cfe6215,Mako Lanal Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
10,24,bus-timoho-e-91beeecd,Timoho (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
10,25,bus-smk-n-5-n-5d2e3d5f,SMK N 5 (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
10,26,bus-sgm-kusumanegara-s-c3683ba7,SGM Kusumanegara (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
10,27,bus-timoho-w-b557460d,Timoho (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
10,28,bus-tni-al-1-713b0f9f,TPB TNI AL 1,trans-jogja.csv,,,,,2026-09-12,unverified
10,29,bus-tarumartani-e70598d0,TPB Tarumartani,trans-jogja.csv,,,,,2026-09-12,unverified
10,30,bus-smp-kanisius-gayam-e-3c37e1d9,SMP Kanisius Gayam (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
10,31,bus-jalan-mataram-hotel-akur-bfbbe7b3,Jl. Mataram Hotel Akur,trans-jogja.csv,,,,,2026-09-12,unverified
10,32,bus-teras-malioboro-2-d4789a15,Portable Teras Malioboro 2,trans-jogja.csv,,,,,2026-09-12,unverified
10,33,bus-malioboro-1-b886c248,Halte Malioboro 1,trans-jogja.csv,,,,,2026-09-12,unverified
10,34,bus-malioboro-2-kepatihan-edeea5b5,Halte Malioboro 2 (Kepatihan),trans-jogja.csv,,,,,2026-09-12,unverified
10,35,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
10,36,bus-kha-dahlan-s-065936ef,KHA Dahlan (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
10,37,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
10,38,bus-muallimin-s-2f1d1246,Muallimin (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
10,39,bus-sma-muhammadiyah-3-6d7172c5,SMA Muhammadiyah 3,trans-jogja.csv,,,,,2026-09-12,unverified
10,40,bus-wirobrajan-1-372c96cd,TPB Wirobrajan 1,trans-jogja.csv,,,,,2026-09-12,unverified
10,41,bus-museum-bahari-1-6c9571e7,TPB Museum Bahari 1,trans-jogja.csv,,,,,2026-09-12,unverified
10,42,bus-ruko-bayeman-1-0f4e80e5,TPB Ruko Bayeman 1,trans-jogja.csv,,,,,2026-09-12,unverified
10,43,bus-pelem-gurih-b79f91fc,TPB Pelem Gurih,trans-jogja.csv,,,,,2026-09-12,unverified
10,44,bus-pasar-gamping-s-09bd18f9,Pasar Gamping (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
10,45,bus-bpd-gamping-s-4c58803f,BPD Gamping (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
10,46,bus-park-and-ride-gamping-2562ef81,Park and Ride Gamping,trans-jogja.csv,,,,,2026-09-12,unverified
11,1,bus-terminal-giwangan-ee421b03,Terminal Giwangan,trans-jogja.csv,,,,,2026-09-12,unverified
11,2,bus-uad-ringroad-selatan-2-1cdc1ec5,TPB UAD Ringroad Selatan 2,trans-jogja.csv,,,,,2026-09-12,unverified
11,3,bus-randubelang-w-52dbb8d9,Randubelang (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
11,4,bus-pasar-telo-1-a1824672,TPB Pasar Telo 1,trans-jogja.csv,,,,,2026-09-12,unverified
11,5,bus-jogokariyan-72238fe9,Jogokariyan,trans-jogja.csv,,,,,2026-09-12,unverified
11,6,bus-hotel-pramesthi-063819fe,TPB Hotel Pramesthi,trans-jogja.csv,,,,,2026-09-12,unverified
11,7,bus-ruba-graha-1-1f748207,TPB Ruba Graha 1,trans-jogja.csv,,,,,2026-09-12,unverified
11,8,bus-suryodiningratan-w-774bda0f,Suryodiningratan (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
11,9,bus-mt-haryono-2-sman-7-3e1dac42,Halte MT Haryono 2 (SMAN 7),trans-jogja.csv,,,,,2026-09-12,unverified
11,10,bus-tejokusuman-tamansari-e7596b7b,Portabel Tejokusuman (Tamansari),trans-jogja.csv,,,,,2026-09-12,unverified
11,11,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
11,12,bus-pasar-serangan-0fab18f3,TPB Pasar Serangan,trans-jogja.csv,,,,,2026-09-12,unverified
11,13,bus-cokroaminoto-sma-1-63bf5f7a,Halte Cokroaminoto SMA 1,trans-jogja.csv,,,,,2026-09-12,unverified
11,14,bus-smpn-11-aa0a8dda,Halte SMPN 11,trans-jogja.csv,,,,,2026-09-12,unverified
11,15,bus-eks-perpusda-80a03598,Eks Perpusda,trans-jogja.csv,,,,,2026-09-12,unverified
11,16,bus-smp-n-14-86dc3cfa,Halte SMP N 14,trans-jogja.csv,,,,,2026-09-12,unverified
11,17,bus-pasar-kranggan-b6b88028,Halte Pasar Kranggan,trans-jogja.csv,,,,,2026-09-12,unverified
11,18,bus-sudirman-santika-3b336a7b,Halte Sudirman (Santika),trans-jogja.csv,,,,,2026-09-12,unverified
11,19,bus-cik-di-tiro-2-c9609bbb,Halte TJ Cik Di Tiro 2,trans-jogja.csv,,,,,2026-09-12,unverified
11,20,bus-smpn-1-yogyakarta-f7500491,TPB SMPN 1 Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
11,21,bus-panti-rapih-9daeebbb,TPB Panti Rapih,trans-jogja.csv,,,,,2026-09-12,unverified
11,22,bus-cik-di-tiro-1-c10dd170,Halte Cik Di Tiro 1,trans-jogja.csv,,,,,2026-09-12,unverified
11,23,bus-bulog-970050c0,Halte Bulog,trans-jogja.csv,,,,,2026-09-12,unverified
11,24,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
11,25,bus-kotabaru-98a0964c,Halte TJ Kotabaru,trans-jogja.csv,,,,,2026-09-12,unverified
11,26,bus-sudirman-bumiputera-453f2846,Halte Sudirman Bumiputera,trans-jogja.csv,,,,,2026-09-12,unverified
11,27,bus-diponegoro-4e843c81,Halte TJ Diponegoro,trans-jogja.csv,,,,,2026-09-12,unverified
11,28,bus-samsat-4b659405,Halte Samsat,trans-jogja.csv,,,,,2026-09-12,unverified
11,29,bus-saudagaran-cf7f3da6,Halte Saudagaran,trans-jogja.csv,,,,,2026-09-12,unverified
11,30,bus-sma-1-yogyakarta-a1494736,Halte SMA 1 Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
11,31,bus-re-martadinata-51558c5d,TPB RE Martadinata,trans-jogja.csv,,,,,2026-09-12,unverified
11,32,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
11,33,bus-tamansari-7a17b638,Portable Tamansari,trans-jogja.csv,,,,,2026-09-12,unverified
11,34,bus-mt-haryono-1-jokteng-kulon-be1d0306,TPB MT Haryono 1 (Jokteng Kulon),trans-jogja.csv,,,,,2026-09-12,unverified
11,35,bus-suryodiningratan-e-0ee7519f,Suryodiningratan (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
11,36,bus-ruba-graha-2-31bc4852,TPB Ruba Graha 2,trans-jogja.csv,,,,,2026-09-12,unverified
11,37,bus-jogokaryan-kimia-farma-1-89e48fc3,Portabel Jogokaryan Kimia Farma 1,trans-jogja.csv,,,,,2026-09-12,unverified
