route_id,stop_sequence,stop_id,stop_name_raw,source_file,source_page,effective_from,effective_until,source_last_updated,freshness_as_of,freshness_status
11,38,bus-pasar-telo-2-124ef082,TPB Pasar Telo 2,trans-jogja.csv,,,,,2026-09-12,unverified
11,39,bus-randubelang-e-f45783e6,Randubelang (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
11,40,bus-uad-ringroad-selatan-1-12450bcf,TPB UAD Ringroad Selatan 1,trans-jogja.csv,,,,,2026-09-12,unverified
11,41,bus-terminal-giwangan-ee421b03,Terminal Giwangan,trans-jogja.csv,,,,,2026-09-12,unverified
12,1,bus-terminal-condongcatur-fcb890e4,Terminal Condong Catur,trans-jogja.csv,,,,,2026-09-12,unverified
12,2,bus-spbu-condongcatur-e-794333df,SPBU Condongcatur (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
12,3,bus-prayan-e-d22ce9c8,Prayan (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
12,4,bus-susteran-novisiat-33aaae59,Susteran Novisiat,trans-jogja.csv,,,,,2026-09-12,unverified
12,5,bus-sanata-dharma-25692b3b,Halte Sanata Dharma,trans-jogja.csv,,,,,2026-09-12,unverified
12,6,bus-jalan-colombo-samirono-0f6c71b2,JL Colombo (Samirono),trans-jogja.csv,,,,,2026-09-12,unverified
12,7,bus-jalan-colombo-panti-raph-97207924,JL Colombo (Panti Raph),trans-jogja.csv,,,,,2026-09-12,unverified
12,8,bus-vokasi-ugm-541fef52,Vokasi UGM,trans-jogja.csv,,,,,2026-09-12,unverified
12,9,bus-fkg-ugm-s-1cd7bfe3,FKG UGM (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
12,10,bus-rs-sardjito-w-0ad8bcca,Halte RS Sardjito (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
12,11,bus-mm-ugm-6d86cbe8,MM UGM,trans-jogja.csv,,,,,2026-09-12,unverified
12,12,bus-hotel-vidi-jakal-f9ee9a87,TPB Hotel Vidi Jakal,trans-jogja.csv,,,,,2026-09-12,unverified
12,13,bus-hokben-jakal-w-08061330,Hokben Jakal (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
12,14,bus-superindo-kaliurang-55a294ae,Superindo Kaliurang,trans-jogja.csv,,,,,2026-09-12,unverified
12,15,bus-pasar-kolombo-69cbcaf2,Pasar Kolombo,trans-jogja.csv,,,,,2026-09-12,unverified
12,16,bus-terminal-bangunan-df9b71ae,Terminal Bangunan,trans-jogja.csv,,,,,2026-09-12,unverified
12,17,bus-simpang-palem-raya-e-c72c93bc,Simpang Palem Raya (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
12,18,bus-kantor-camat-ngaglik-91c4f095,Kantor Camat Ngaglik,trans-jogja.csv,,,,,2026-09-12,unverified
12,19,bus-puskesmas-ngaglik-i-ac4d2b11,Puskesmas Ngaglik I,trans-jogja.csv,,,,,2026-09-12,unverified
12,20,bus-smp-negeri-2-ngaglik-15131f5b,SMP Negeri 2 Ngaglik,trans-jogja.csv,,,,,2026-09-12,unverified
12,21,bus-warung-sego-penyetan-banyuwangi-c614c8b7,Warung Sego Penyetan Banyuwangi,trans-jogja.csv,,,,,2026-09-12,unverified
12,22,bus-wedangan-kampoeng-1ea8493d,Wedangan Kampoeng,trans-jogja.csv,,,,,2026-09-12,unverified
12,23,bus-simpang-besi-jangkang-4d0a717a,Simpang Besi Jangkang,trans-jogja.csv,,,,,2026-09-12,unverified
12,24,bus-pusat-rehabilitasi-yakkum-c69b76c2,Pusat Rehabilitasi YAKKUM,trans-jogja.csv,,,,,2026-09-12,unverified
12,25,bus-boulevard-uii-1c76a601,Boulevard UII,trans-jogja.csv,,,,,2026-09-12,unverified
12,26,bus-uii-barat-jalan-38ce747d,UII (Barat Jalan),trans-jogja.csv,,,,,2026-09-12,unverified
12,27,bus-simpang-dogolan-dab8862a,Simpang Dogolan,trans-jogja.csv,,,,,2026-09-12,unverified
12,28,bus-raminten-boutique-cafe-ea7b41ba,Raminten Boutique & Cafe,trans-jogja.csv,,,,,2026-09-12,unverified
12,29,bus-dusun-kledokan-soto-brakot-fc4d12ed,Dusun Kledokan (Soto Brakot),trans-jogja.csv,,,,,2026-09-12,unverified
12,30,bus-rs-panti-nugroho-5e1208a0,RS Panti Nugroho,trans-jogja.csv,,,,,2026-09-12,unverified
12,31,bus-terminal-pakem-ee26af28,Terminal Pakem,trans-jogja.csv,,,,,2026-09-12,unverified
12,32,bus-smpn-4-pakem-c5d3922a,SMPN 4 Pakem,trans-jogja.csv,,,,,2026-09-12,unverified
12,33,bus-dusun-kledokan-soto-brakot-2-0ae3a409,Dusun Kledokan (Soto Brakot) 2,trans-jogja.csv,,,,,2026-09-12,unverified
12,34,bus-raminten-boutique-cafe-halte-2-0e5ed010,Raminten Boutique & Cafe (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
12,35,bus-simpang-dogolan-2-b22541ba,Simpang Dogolan 2,trans-jogja.csv,,,,,2026-09-12,unverified
12,36,bus-boulevard-uii-1c76a601,Boulevard UII,trans-jogja.csv,,,,,2026-09-12,unverified
12,37,bus-uii-timur-jalan-4bb919c8,UII (Timur Jalan),trans-jogja.csv,,,,,2026-09-12,unverified
12,38,bus-pusat-rehabilitasi-yakkum-halte-2-8dc4e258,Pusat Rehabilitasi YAKKUM (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
12,39,bus-simpang-besi-jangkang-2-3ce47645,Simpang Besi Jangkang 2,trans-jogja.csv,,,,,2026-09-12,unverified
12,40,bus-wedangan-kampoeng-e-ceacc5d5,Wedangan Kampoeng (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
12,41,bus-spbu-kaliurang-5896c57f,SPBU Kaliurang,trans-jogja.csv,,,,,2026-09-12,unverified
12,42,bus-smp-negeri-2-ngaglik-e-849e20e5,SMP Negeri 2 Ngaglik (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
12,43,bus-puskesmas-ngaglik-1-halte-2-356048c0,Puskesmas Ngaglik 1 (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
12,44,bus-tk-bias-kaliurang-cb4024c2,TK Bias Kaliurang,trans-jogja.csv,,,,,2026-09-12,unverified
12,45,bus-simpang-palem-raya-e-c72c93bc,Simpang Palem Raya (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
12,46,bus-pln-gardu-induk-kentungan-ccdb7caf,PLN Gardu Induk Kentungan,trans-jogja.csv,,,,,2026-09-12,unverified
12,47,bus-pasar-kolombo-e-853be528,Pasar Kolombo (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
12,48,bus-superindo-kaliurang-halte-2-ac22e6e8,Superindo Kaliurang (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
12,49,bus-hokben-jakal-e-d425d6fc,Hokben Jakal (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
12,50,bus-mcd-jakal-f29584d4,TPB McD Jakal,trans-jogja.csv,,,,,2026-09-12,unverified
12,51,bus-biologi-ugm-b03972b2,Biologi UGM,trans-jogja.csv,,,,,2026-09-12,unverified
12,52,bus-rs-sardjito-e-a2691dbb,Halte RS Sardjito (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
12,53,bus-fkg-ugm-n-14f6b4a2,FKG UGM (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
12,54,bus-gik-ugm-5b041db4,Halte GIK UGM,trans-jogja.csv,,,,,2026-09-12,unverified
12,55,bus-colombo-kosudgama-d0852f9e,Halte TJ Colombo (Kosudgama),trans-jogja.csv,,,,,2026-09-12,unverified
12,56,bus-jalan-colombo-uny-29a043e3,TPB Jl. Colombo (UNY),trans-jogja.csv,,,,,2026-09-12,unverified
12,57,bus-plaza-uny-9f5e7dd7,Plaza UNY,trans-jogja.csv,,,,,2026-09-12,unverified
12,58,bus-santren-1292f082,Santren,trans-jogja.csv,,,,,2026-09-12,unverified
12,59,bus-prayan-w-756ecdc4,Prayan (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
12,60,bus-spbu-condongcatur-w-a4e66ecc,SPBU Condongcatur (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
12,61,bus-terminal-condongcatur-fcb890e4,Terminal Condong Catur,trans-jogja.csv,,,,,2026-09-12,unverified
13,1,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
13,2,bus-pasar-serangan-0fab18f3,TPB Pasar Serangan,trans-jogja.csv,,,,,2026-09-12,unverified
13,3,bus-cokroaminoto-sma-1-63bf5f7a,Halte Cokroaminoto SMA 1,trans-jogja.csv,,,,,2026-09-12,unverified
13,4,bus-smpn-11-aa0a8dda,Halte SMPN 11,trans-jogja.csv,,,,,2026-09-12,unverified
13,5,bus-soragan-2-49e0e9cb,Portabel Soragan 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,6,bus-dentes-ruko-godean-2ce70ad6,Portabel Dentes (Ruko Godean),trans-jogja.csv,,,,,2026-09-12,unverified
13,7,bus-pasar-tlogorejo-2-43254f03,Pasar Tlogorejo 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,8,bus-sdn-1-demak-ijo-2-4199d9d2,SDN 1 Demak Ijo 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,9,bus-kantor-pos-demak-ijo-2-8eeba9b2,Kantor Pos Demak Ijo 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,10,bus-simpang-nogotirto-a8516abc,Halte Simpang Nogotirto,trans-jogja.csv,,,,,2026-09-12,unverified
13,11,bus-kompi-senapan-c-s-e0038af6,Kompi Senapan-C (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
13,12,bus-barat-jembatan-moyudan-toko-saerah-2-4abe8813,Barat Jembatan Moyudan (Toko Saerah) 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,13,bus-kantor-desa-sidoarum-bf0f3167,Kantor Desa Sidoarum,trans-jogja.csv,,,,,2026-09-12,unverified
13,14,bus-barat-simpang-bantulan-2-00b7c5ce,Barat Simpang Bantulan 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,15,bus-simpang-munggur-sidomoyo-153bef9c,Simpang Munggur Sidomoyo,trans-jogja.csv,,,,,2026-09-12,unverified
13,16,bus-simpang-gesikan-2-fc161a14,Simpang Gesikan 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,17,bus-indomaret-klajuran-d5ed150c,Indomaret Klajuran,trans-jogja.csv,,,,,2026-09-12,unverified
13,18,bus-neutron-yogyakarta-godean-845b1965,Neutron Yogyakarta Godean,trans-jogja.csv,,,,,2026-09-12,unverified
13,19,bus-simpang-polsek-godean-2-a9bcfcc0,Simpang Polsek Godean 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,20,bus-koramil-godean-2-02c30cae,Koramil Godean 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,21,bus-simpang-mandungan-iwak-kalen-2-e86f2aa4,Simpang Mandungan (Iwak Kalen) 2,trans-jogja.csv,,,,,2026-09-12,unverified
13,22,bus-kantor-kecamatan-godean-c51005b9,Kantor Kecamatan Godean,trans-jogja.csv,,,,,2026-09-12,unverified
13,23,bus-pusat-kuliner-belut-godean-7bc5eef1,Pusat Kuliner Belut Godean,trans-jogja.csv,,,,,2026-09-12,unverified
13,24,bus-kantor-kecamatan-godean-halte-2-b731f16c,Kantor Kecamatan Godean (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
13,25,bus-simpang-mandungan-iwak-kalen-9f9a83fc,Simpang Mandungan (Iwak Kalen),trans-jogja.csv,,,,,2026-09-12,unverified
13,26,bus-koramil-godean-ddb7c21d,Koramil Godean,trans-jogja.csv,,,,,2026-09-12,unverified
13,27,bus-simpang-polsek-godean-e69bfb23,Simpang Polsek Godean,trans-jogja.csv,,,,,2026-09-12,unverified
13,28,bus-neutron-yogyakarta-godean-halte-2-b83475d4,Neutron Yogyakarta Godean (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
13,29,bus-indomaret-klajuran-d5ed150c,Indomaret Klajuran,trans-jogja.csv,,,,,2026-09-12,unverified
13,30,bus-simpang-gesikan-3cb84e29,Simpang Gesikan,trans-jogja.csv,,,,,2026-09-12,unverified
13,31,bus-simpang-munggur-94a899fe,Simpang Munggur,trans-jogja.csv,,,,,2026-09-12,unverified
13,32,bus-timur-simpang-bantulan-022eaf0f,Timur Simpang Bantulan,trans-jogja.csv,,,,,2026-09-12,unverified
13,33,bus-kantor-desa-sidoarum-bf0f3167,Kantor Desa Sidoarum,trans-jogja.csv,,,,,2026-09-12,unverified
13,34,bus-barat-jembatan-moyudan-toko-saerah-c31b10c2,Barat Jembatan Moyudan (Toko Saerah),trans-jogja.csv,,,,,2026-09-12,unverified
13,35,bus-simpang-godean-nogotirto-1b7226f0,Simpang Godean Nogotirto,trans-jogja.csv,,,,,2026-09-12,unverified
13,36,bus-kantor-pos-demak-ijo-9a532390,Kantor Pos Demak Ijo,trans-jogja.csv,,,,,2026-09-12,unverified
13,37,bus-sdn-1-demak-ijo-c2c3b953,SDN 1 Demak Ijo,trans-jogja.csv,,,,,2026-09-12,unverified
13,38,bus-pasar-tlogorejo-a9a5b6ae,Pasar Tlogorejo,trans-jogja.csv,,,,,2026-09-12,unverified
13,39,bus-mcd-godean-f30996f8,Portabel McD Godean,trans-jogja.csv,,,,,2026-09-12,unverified
13,40,bus-soragan-1-0aad9df9,Portabel Soragan 1,trans-jogja.csv,,,,,2026-09-12,unverified
13,41,bus-badan-kepegawaian-di-yogyakarta-9ccbb65f,Badan Kepegawaian DI Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
13,42,bus-pasar-pingit-n-b419e949,Pasar Pingit (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
13,43,bus-pasar-kranggan-b6b88028,Halte Pasar Kranggan,trans-jogja.csv,,,,,2026-09-12,unverified
13,44,bus-sudirman-santika-3b336a7b,Halte Sudirman (Santika),trans-jogja.csv,,,,,2026-09-12,unverified
13,45,bus-bulog-970050c0,Halte Bulog,trans-jogja.csv,,,,,2026-09-12,unverified
13,46,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
13,47,bus-eks-menara-kopi-selatan-a7802379,Eks Menara Kopi Selatan,trans-jogja.csv,,,,,2026-09-12,unverified
13,48,bus-malioboro-1-b886c248,Halte Malioboro 1,trans-jogja.csv,,,,,2026-09-12,unverified
13,49,bus-malioboro-2-kepatihan-edeea5b5,Halte Malioboro 2 (Kepatihan),trans-jogja.csv,,,,,2026-09-12,unverified
13,50,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
13,51,bus-kha-dahlan-s-065936ef,KHA Dahlan (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
13,52,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
14,1,bus-bandara-adisucipto-545ec9b5,Halte TJ Bandara Adisucipto,trans-jogja.csv,,,,,2026-09-12,unverified
14,2,bus-kantor-kesehatan-pelabuhan-yogya-46efdf82,Kantor Kesehatan Pelabuhan Yogya,trans-jogja.csv,,,,,2026-09-12,unverified
14,3,bus-rru-disnaker-eeaaa2dd,TJ RRU Disnaker,trans-jogja.csv,,,,,2026-09-12,unverified
14,4,bus-smkn-1-depok-16f4e579,SMKN 1 Depok,trans-jogja.csv,,,,,2026-09-12,unverified
14,5,bus-sd-n-1-depok-4283089a,SD N 1 Depok,trans-jogja.csv,,,,,2026-09-12,unverified
14,6,bus-kantor-urusan-agama-depok-6e09f175,Kantor Urusan Agama Depok,trans-jogja.csv,,,,,2026-09-12,unverified
14,7,bus-man-2-sleman-190352c8,MAN 2 Sleman,trans-jogja.csv,,,,,2026-09-12,unverified
14,8,bus-kampus-unriyo-445e1f15,Kampus Unriyo,trans-jogja.csv,,,,,2026-09-12,unverified
14,9,bus-sma-budi-mulia-dua-4466124f,SMA Budi Mulia Dua,trans-jogja.csv,,,,,2026-09-12,unverified
14,10,bus-indomaret-pokoh-sambiroto-825fb845,Indomaret Pokoh Sambiroto,trans-jogja.csv,,,,,2026-09-12,unverified
14,11,bus-kantor-desa-wedomartani-ca280dac,Kantor Desa Wedomartani,trans-jogja.csv,,,,,2026-09-12,unverified
14,12,bus-simpang-babadan-c39aa2ae,Simpang Babadan,trans-jogja.csv,,,,,2026-09-12,unverified
14,13,bus-simpang-selomartani-884b05f3,Simpang Selomartani,trans-jogja.csv,,,,,2026-09-12,unverified
14,14,bus-simpang-kabunan-9d1322f0,Simpang Kabunan,trans-jogja.csv,,,,,2026-09-12,unverified
14,15,bus-raya-kabunan-3b027ee4,Halte Raya Kabunan,trans-jogja.csv,,,,,2026-09-12,unverified
14,16,bus-rs-kemasan-b3d3f265,RS Kemasan,trans-jogja.csv,,,,,2026-09-12,unverified
14,17,bus-dusun-kenthi-0ba5bcc5,Dusun Kenthi,trans-jogja.csv,,,,,2026-09-12,unverified
14,18,bus-simpang-pasar-jangkang-6b931381,Simpang Pasar Jangkang,trans-jogja.csv,,,,,2026-09-12,unverified
14,19,bus-puskesmas-ngemplak-2-145b1653,Puskesmas Ngemplak 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,20,bus-tugu-batas-desa-yapah-89c1dac7,Tugu Batas Desa Yapah,trans-jogja.csv,,,,,2026-09-12,unverified
14,21,bus-timur-jembatan-yapah-f9e728bc,Timur Jembatan Yapah,trans-jogja.csv,,,,,2026-09-12,unverified
14,22,bus-sma-negeri-2-ngaglik-9e9eeab5,SMA Negeri 2 Ngaglik,trans-jogja.csv,,,,,2026-09-12,unverified
14,23,bus-simpang-losari-cozy-51845a25,Simpang Losari (Cozy),trans-jogja.csv,,,,,2026-09-12,unverified
14,24,bus-spbu-mindi-6c8960fa,SPBU Mindi,trans-jogja.csv,,,,,2026-09-12,unverified
14,25,bus-lapangan-klidon-8f908bd2,Lapangan Klidon,trans-jogja.csv,,,,,2026-09-12,unverified
14,26,bus-sdn-selomulyo-b39b4b23,SDN Selomulyo,trans-jogja.csv,,,,,2026-09-12,unverified
14,27,bus-rsu-gramedika-268ded80,RSU Gramedika,trans-jogja.csv,,,,,2026-09-12,unverified
14,28,bus-simpang-besi-jangkang-4d0a717a,Simpang Besi Jangkang,trans-jogja.csv,,,,,2026-09-12,unverified
14,29,bus-pusat-rehabilitasi-yakkum-c69b76c2,Pusat Rehabilitasi YAKKUM,trans-jogja.csv,,,,,2026-09-12,unverified
14,30,bus-boulevard-uii-1c76a601,Boulevard UII,trans-jogja.csv,,,,,2026-09-12,unverified
14,31,bus-uii-barat-jalan-38ce747d,UII (Barat Jalan),trans-jogja.csv,,,,,2026-09-12,unverified
14,32,bus-simpang-dogolan-dab8862a,Simpang Dogolan,trans-jogja.csv,,,,,2026-09-12,unverified
14,33,bus-raminten-boutique-cafe-ea7b41ba,Raminten Boutique & Cafe,trans-jogja.csv,,,,,2026-09-12,unverified
14,34,bus-dusun-kledokan-soto-brakot-fc4d12ed,Dusun Kledokan (Soto Brakot),trans-jogja.csv,,,,,2026-09-12,unverified
14,35,bus-rs-panti-nugroho-5e1208a0,RS Panti Nugroho,trans-jogja.csv,,,,,2026-09-12,unverified
14,36,bus-terminal-pakem-ee26af28,Terminal Pakem,trans-jogja.csv,,,,,2026-09-12,unverified
14,37,bus-sd-n-percobaan-3-pakem-6d3873f6,SD N Percobaan 3 Pakem,trans-jogja.csv,,,,,2026-09-12,unverified
14,38,bus-smpn-4-pakem-c5d3922a,SMPN 4 Pakem,trans-jogja.csv,,,,,2026-09-12,unverified
14,39,bus-dusun-kledokan-soto-brakot-2-0ae3a409,Dusun Kledokan (Soto Brakot) 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,40,bus-raminten-boutique-cafe-halte-2-0e5ed010,Raminten Boutique & Cafe (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,41,bus-simpang-dogolan-2-b22541ba,Simpang Dogolan 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,42,bus-boulevard-uii-1c76a601,Boulevard UII,trans-jogja.csv,,,,,2026-09-12,unverified
14,43,bus-uii-timur-jalan-4bb919c8,UII (Timur Jalan),trans-jogja.csv,,,,,2026-09-12,unverified
14,44,bus-pusat-rehabilitasi-yakkum-halte-2-8dc4e258,Pusat Rehabilitasi YAKKUM (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,45,bus-simpang-besi-jangkang-2-3ce47645,Simpang Besi Jangkang 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,46,bus-rsu-gramedika-2-cb945382,RSU Gramedika 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,47,bus-sd-negeri-selomulyo-halte-2-e4b1ce33,SD Negeri Selomulyo (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,48,bus-kantor-kal-sukoharjo-d97d4a8e,Kantor Kal. Sukoharjo,trans-jogja.csv,,,,,2026-09-12,unverified
14,49,bus-lapangan-klidon-2-f0819a6d,Lapangan Klidon 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,50,bus-spbu-mindi-2-ce3fb31c,SPBU Mindi 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,51,bus-simpang-losari-cozy-51845a25,Simpang Losari (Cozy),trans-jogja.csv,,,,,2026-09-12,unverified
14,52,bus-sma-negeri-2-ngaglik-halte-2-da0e0964,SMA Negeri 2 Ngaglik (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,53,bus-timur-jembatan-yapah-2-c23c9c0a,Timur Jembatan Yapah 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,54,bus-tugu-batas-desa-yapah-2-d76e547f,Tugu Batas Desa Yapah 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,55,bus-puskesmas-ngemplak-2-halte-2-baf9532f,Puskesmas Ngemplak 2 (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,56,bus-simpang-pasar-jangkang-halte-2-b656e0eb,Simpang Pasar Jangkang (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,57,bus-dusun-kenthi-2-e0d38c86,Dusun Kenthi 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,58,bus-rs-kemasan-halte-2-d40e54c3,RS Kemasan (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,59,bus-raya-kabunan-3b027ee4,Halte Raya Kabunan,trans-jogja.csv,,,,,2026-09-12,unverified
14,60,bus-simpang-kabunan-halte-2-36d11693,Simpang Kabunan (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,61,bus-simpang-selomartani-2-71176374,Simpang Selomartani 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,62,bus-simpang-babadan-2-e5b06fc4,Simpang Babadan 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,63,bus-kantor-desa-wedomartani-halte-2-8ca3a4ae,Kantor Desa Wedomartani (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,64,bus-indomaret-pokoh-sambiroto-2-8c35c082,Indomaret Pokoh Sambiroto 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,65,bus-sma-budi-mulia-dua-halte-2-a875f96a,SMA Budi Mulia Dua (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,66,bus-kampus-unriyo-2-3037d304,Kampus Unriyo 2,trans-jogja.csv,,,,,2026-09-12,unverified
14,67,bus-man-2-sleman-halte-2-16734ec3,MAN 2 Sleman (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,68,bus-kantor-urusan-agama-depok-halte-2-d63f74be,Kantor Urusan Agama Depok (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,69,bus-pasar-stan-3701dec0,Pasar Stan,trans-jogja.csv,,,,,2026-09-12,unverified
14,70,bus-smkn-1-depok-halte-2-25f1181b,SMKN 1 Depok (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
14,71,bus-disnakertrans-di-yogyakarta-2f728f54,Disnakertrans DI Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
14,72,bus-selokan-mataram-maguwo-6164f755,Selokan Mataram Maguwo,trans-jogja.csv,,,,,2026-09-12,unverified
14,73,bus-rru-binamarga-74dcd5b9,Halte TJ RRU (Binamarga),trans-jogja.csv,,,,,2026-09-12,unverified
14,74,bus-jalan-solo-maguwo-1f37f812,Halte Jl. Solo Maguwo,trans-jogja.csv,,,,,2026-09-12,unverified
14,75,bus-bandara-adisucipto-545ec9b5,Halte TJ Bandara Adisucipto,trans-jogja.csv,,,,,2026-09-12,unverified
15,1,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
15,2,bus-kha-dahlan-s-065936ef,KHA Dahlan (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
15,3,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
15,4,bus-tamansari-7a17b638,Portable Tamansari,trans-jogja.csv,,,,,2026-09-12,unverified
15,5,bus-gereja-pugeran-ab090bbd,Halte Gereja Pugeran,trans-jogja.csv,,,,,2026-09-12,unverified
15,6,bus-dukuh-e-9d567c71,Dukuh (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
15,7,bus-park-and-ride-dongkelan-pasty-7561163e,Park and Ride Dongkelan (Pasty),trans-jogja.csv,,,,,2026-09-12,unverified
15,8,bus-simpang-dongkelan-d0234b3a,Simpang Dongkelan,trans-jogja.csv,,,,,2026-09-12,unverified
15,9,bus-pasar-niten-b37a4715,Pasar Niten,trans-jogja.csv,,,,,2026-09-12,unverified
15,10,bus-simpang-kasongan-e0220233,Simpang Kasongan,trans-jogja.csv,,,,,2026-09-12,unverified
15,11,bus-kantor-badan-kesatuan-bangsa-politik-c2b0ae66,Kantor Badan Kesatuan Bangsa & Politik,trans-jogja.csv,,,,,2026-09-12,unverified
15,12,bus-kantor-kelurahan-pendowoharjo-0862e377,Kantor Kelurahan Pendowoharjo,trans-jogja.csv,,,,,2026-09-12,unverified
15,13,bus-smp-n-2-bantul-5cb13e64,Halte SMP N 2 Bantul,trans-jogja.csv,,,,,2026-09-12,unverified
15,14,bus-kantor-kapanewon-bantul-cdd6be86,Kantor Kapanewon Bantul,trans-jogja.csv,,,,,2026-09-12,unverified
15,15,bus-pasar-bantul-de60e961,Pasar Bantul,trans-jogja.csv,,,,,2026-09-12,unverified
15,16,bus-eks-stasiun-ka-bantul-aaacaef2,Eks. Stasiun KA Bantul,trans-jogja.csv,,,,,2026-09-12,unverified
15,17,bus-tugu-adipura-bantul-polres-bantul-40ff2d29,Tugu Adipura Bantul (Polres Bantul),trans-jogja.csv,,,,,2026-09-12,unverified
15,18,bus-simpang-gose-halte-1-986d3737,Simpang Gose (Halte 1),trans-jogja.csv,,,,,2026-09-12,unverified
15,19,bus-sd-unggulan-aisyiyah-2-873ecdff,SD Unggulan Aisyiyah 2,trans-jogja.csv,,,,,2026-09-12,unverified
15,20,bus-sma-n-1-bantul-i-bd617eae,SMA N 1 Bantul I,trans-jogja.csv,,,,,2026-09-12,unverified
15,21,bus-terminal-palbapang-w-c84e2640,Terminal Palbapang (B),trans-jogja.csv,,,,,2026-09-12,unverified
15,22,bus-sma-n-1-bantul-2-5de4317a,Halte SMA N 1 Bantul 2,trans-jogja.csv,,,,,2026-09-12,unverified
15,23,bus-sd-unggulan-aisyiyah-1-66442619,SD Unggulan Aisyiyah 1,trans-jogja.csv,,,,,2026-09-12,unverified
15,24,bus-simpang-gose-halte-2-9d1af7ff,Simpang Gose (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
15,25,bus-tugu-adipura-bantul-halte-2-b6a74e9c,Halte Tugu Adipura Bantul (Halte 2),trans-jogja.csv,,,,,2026-09-12,unverified
