route_id,from_stop_sequence,to_stop_sequence,from_stop_id,to_stop_id,travel_time_s,observation_count,statistic,is_estimated,source_file,source_page,effective_from,effective_until,source_last_updated,freshness_as_of,freshness_status
12,1,2,bus-terminal-condongcatur-fcb890e4,bus-spbu-concat-e-e9b46f87,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,2,3,bus-spbu-concat-e-e9b46f87,bus-prayan-e-d22ce9c8,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,3,4,bus-prayan-e-d22ce9c8,bus-susteran-novisiat-e-5af4d58e,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,4,5,bus-susteran-novisiat-e-5af4d58e,bus-sanata-dharma-e-fb763e5c,180,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,5,6,bus-sanata-dharma-e-fb763e5c,bus-samirono-s-21198e04,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,6,7,bus-samirono-s-21198e04,bus-rs-panti-rapih-s-d7666844,180,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,7,8,bus-rs-panti-rapih-s-d7666844,bus-vokasi-ugm-w-08874eb4,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,8,9,bus-vokasi-ugm-w-08874eb4,bus-fkg-ugm-s-1cd7bfe3,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,9,10,bus-fkg-ugm-s-1cd7bfe3,bus-rs-sardjito-w-0ad8bcca,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,10,11,bus-rs-sardjito-w-0ad8bcca,bus-mm-ugm-n-b464f66e,180,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,11,12,bus-mm-ugm-n-b464f66e,bus-hotel-vidi-w-54b7fd5e,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,12,13,bus-hotel-vidi-w-54b7fd5e,bus-hokben-jakal-w-08061330,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,13,14,bus-hokben-jakal-w-08061330,bus-superindo-jakal-w-7c86126c,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,14,15,bus-superindo-jakal-w-7c86126c,bus-pasar-kolombo-w-8477d636,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,15,16,bus-pasar-kolombo-w-8477d636,bus-gardu-pln-w-546add69,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,16,17,bus-gardu-pln-w-546add69,bus-simpang-palem-raya-w-c647ecce,240,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,17,18,bus-simpang-palem-raya-w-c647ecce,bus-kantor-kap-ngaglik-w-0025595c,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,18,19,bus-kantor-kap-ngaglik-w-0025595c,bus-puskesmas-ngaglik-w-6d1129d1,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,19,20,bus-puskesmas-ngaglik-w-6d1129d1,bus-smpn-2-ngaglik-w-aa32d431,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,20,21,bus-smpn-2-ngaglik-w-aa32d431,bus-spbu-jakal-w-5de81e09,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,21,22,bus-spbu-jakal-w-5de81e09,bus-wedangan-kampoeng-w-12246027,180,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,22,23,bus-wedangan-kampoeng-w-12246027,bus-simpang-besi-jakal-w-586c481c,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,23,24,bus-simpang-besi-jakal-w-586c481c,bus-yakkum-w-f4278b8b,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,24,25,bus-yakkum-w-f4278b8b,bus-boulevard-uii-1c76a601,300,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,25,26,bus-boulevard-uii-1c76a601,bus-uii-w-d1ee7fb5,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,26,27,bus-uii-w-d1ee7fb5,bus-simpang-degolan-w-7a0abd76,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,27,28,bus-simpang-degolan-w-7a0abd76,bus-raminten-w-04c634dd,180,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,28,29,bus-raminten-w-04c634dd,bus-dusun-kledokan-w-a0cbb57b,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,29,30,bus-dusun-kledokan-w-a0cbb57b,bus-rs-panti-nugroho-w-d4c819de,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,30,31,bus-rs-panti-nugroho-w-d4c819de,bus-terminal-pakem-ee26af28,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,31,32,bus-terminal-pakem-ee26af28,bus-sdn-percobaan-3-pakem-cdf97104,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,32,33,bus-sdn-percobaan-3-pakem-cdf97104,bus-smpn-4-pakem-e-ca3b6e77,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,33,34,bus-smpn-4-pakem-e-ca3b6e77,bus-dusun-kledokan-e-4b0dcd88,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,34,35,bus-dusun-kledokan-e-4b0dcd88,bus-raminten-e-eb1b3bbb,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,35,36,bus-raminten-e-eb1b3bbb,bus-simpang-degolan-e-2f99e19e,180,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,36,37,bus-simpang-degolan-e-2f99e19e,bus-boulevard-uii-1c76a601,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,37,38,bus-boulevard-uii-1c76a601,bus-uii-e-1d36c15a,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,38,39,bus-uii-e-1d36c15a,bus-yakkum-e-64febcd3,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,39,40,bus-yakkum-e-64febcd3,bus-simpang-besi-jakal-e-f8dc4eec,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,40,41,bus-simpang-besi-jakal-e-f8dc4eec,bus-wedangan-kampoeng-e-ceacc5d5,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,41,42,bus-wedangan-kampoeng-e-ceacc5d5,bus-spbu-jakal-e-21fa9d89,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,42,43,bus-spbu-jakal-e-21fa9d89,bus-smpn-2-ngaglik-e-896a85b0,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,43,44,bus-smpn-2-ngaglik-e-896a85b0,bus-puskesmas-ngaglik-e-30242ad9,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,44,45,bus-puskesmas-ngaglik-e-30242ad9,bus-tk-bias-e-49f1378f,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,45,46,bus-tk-bias-e-49f1378f,bus-simpang-palem-raya-e-c72c93bc,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,46,47,bus-simpang-palem-raya-e-c72c93bc,bus-gardu-pln-e-2cf004b2,240,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,47,48,bus-gardu-pln-e-2cf004b2,bus-pasar-kolombo-e-853be528,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,48,49,bus-pasar-kolombo-e-853be528,bus-superindo-jakal-e-c89a3713,180,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,49,50,bus-superindo-jakal-e-c89a3713,bus-hokben-jakal-e-d425d6fc,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,50,51,bus-hokben-jakal-e-d425d6fc,bus-mcd-jakal-e-a028dcde,240,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,51,52,bus-mcd-jakal-e-a028dcde,bus-biologi-ugm-s-9cd9d036,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,52,53,bus-biologi-ugm-s-9cd9d036,bus-rs-sardjito-e-a2691dbb,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,53,54,bus-rs-sardjito-e-a2691dbb,bus-fkg-ugm-n-14f6b4a2,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,54,55,bus-fkg-ugm-n-14f6b4a2,bus-vokasi-ugm-e-2e702393,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,55,56,bus-vokasi-ugm-e-2e702393,bus-kosudgama-n-88e06d80,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,56,57,bus-kosudgama-n-88e06d80,bus-uny-colombo-n-97a5170f,180,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,57,58,bus-uny-colombo-n-97a5170f,bus-plaza-uny-w-812d2136,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,58,59,bus-plaza-uny-w-812d2136,bus-santren-w-d0361cb1,180,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,59,60,bus-santren-w-d0361cb1,bus-prayan-w-756ecdc4,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,60,61,bus-prayan-w-756ecdc4,bus-spbu-concat-w-5ef7d708,60,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
12,61,62,bus-spbu-concat-w-5ef7d708,bus-terminal-condongcatur-fcb890e4,120,42,median,true,Peta Integrasi Angkutan Umum.pdf,4,2025-12-01,,,2026-09-12,unverified
13,1,2,bus-pusat-kuliner-belut-godean-7bc5eef1,bus-kantor-kap-godean-n-0acc0655,120,26,median,true,Peta Integrasi Angkutan Umum.pdf,5,2025-12-01,,,2026-09-12,unverified
13,2,3,bus-kantor-kap-godean-n-0acc0655,bus-simpang-mandungan-n-8202f0dc,60,26,median,true,Peta Integrasi Angkutan Umum.pdf,5,2025-12-01,,,2026-09-12,unverified
13,3,4,bus-simpang-mandungan-n-8202f0dc,bus-koramil-godean-n-20a03d03,60,26,median,true,Peta Integrasi Angkutan Umum.pdf,5,2025-12-01,,,2026-09-12,unverified
13,4,5,bus-koramil-godean-n-20a03d03,bus-polsek-godean-n-3c7bcc85,60,26,median,true,Peta Integrasi Angkutan Umum.pdf,5,2025-12-01,,,2026-09-12,unverified
13,5,6,bus-polsek-godean-n-3c7bcc85,bus-neutron-godean-n-9dbb4be6,60,26,median,true,Peta Integrasi Angkutan Umum.pdf,5,2025-12-01,,,2026-09-12,unverified
13,6,7,bus-neutron-godean-n-9dbb4be6,bus-indomaret-klajuran-n-05d831ba,60,26,median,true,Peta Integrasi Angkutan Umum.pdf,5,2025-12-01,,,2026-09-12,unverified
13,7,8,bus-indomaret-klajuran-n-05d831ba,bus-simpang-gesikan-n-5f50bca2,120,26,median,true,Peta Integrasi Angkutan Umum.pdf,5,2025-12-01,,,2026-09-12,unverified
