source_id,name,canonical_name,direction_code,longitude,latitude,observed_at
6a82b6aa38bb192425f4cb20,Halte Pasar Niten B,pasar niten b,,110.35116605596033,-7.838112114882222,2026-08-17T07:22:18.396Z
6a82b8249870dcf66e45a034,Halte Dongkelan A,dongkelan a,,110.35377538548437,-7.8302193815059695,2026-08-17T07:28:36.483Z
6a82b89e9870dcf66e45a14c,Halte Dongkelan B,dongkelan b,,110.35399040348483,-7.829200917429532,2026-08-17T07:30:38.453Z
6a82bca038bb192425f4d1ce,Halte TPB Trans Jogja - AA YKPN,aa ykpn,,110.3835311019015,-7.786178490478329,2026-08-17T07:47:44.465Z
6a82c28a9870dcf66e45abdc,Halte Bus Trans Jogja - Jl. Solo,bus trans jogja jalan solo,,110.39275871461035,-7.783212280859928,2026-08-17T08:12:58.627Z
6a82c4c59870dcf66e45afe4,Halte Trans Jogja - Debrito,debrito,,110.39389313362983,-7.783095478413646,2026-08-17T08:22:29.570Z
6a82c70238bb192425f4df9b,Halte Trans Jogja - Ambarukmo B,ambarukmo b,,110.40249944504023,-7.7831123243409195,2026-08-17T08:32:02.320Z
6a82c8b59870dcf66e45b513,Halte Trans Jogja - Ambarukmo A,ambarukmo a,,110.40175269005846,-7.783276422768978,2026-08-17T08:39:17.218Z
6a82cb4138bb192425f4e370,Halte Trans Jogja - Janti Utara,janti utara,,110.41161075628742,-7.783226023666944,2026-08-17T08:50:09.468Z
6a82cdd738bb192425f4e63f,Halte Trans Jogja - Sahid Jwalk,sahid jwalk,,110.41467764321357,-7.779562163344735,2026-08-17T09:01:11.229Z
6a82d0a44fd70be4125d1b6f,Halte TPB Trans Jogja - Dishub DIY A,dishub diy a,,110.41509487682555,-7.778070566219171,2026-08-17T09:13:08.693Z
6a82d2004fd70be4125d1cc0,Halte depan Harper Hotel,depan harper hotel,,110.36686528113285,-7.7849197381084565,2026-08-17T09:18:56.252Z
6a82d30c38bb192425f4ed56,Halte TPB Trans Jogja - Babarsari A,babarsari a,,110.41221626719692,-7.774068764135408,2026-08-17T09:23:24.389Z
6a82d3fa38bb192425f4ee48,Halte TPB Trans Jogja - Babarsari B,babarsari b,,110.41213778221572,-7.773915601060992,2026-08-17T09:27:22.639Z
6a82d5b94fd70be4125d2080,Halte trans jogja malioboro 2,trans jogja malioboro 2,,110.36562749998262,-7.7952391999944695,2026-08-17T09:34:49.926Z
6a82d6629870dcf66e45c411,Halte TPB Trans Jogja - STIE YKPN B,stie ykpn b,,110.41016414433301,-7.768330179838671,2026-08-17T09:37:38.479Z
6a82d7ea4fd70be4125d2241,Halte TPB Trans Jogja - STIE YKPN A,stie ykpn a,,110.41036062602092,-7.767040656408739,2026-08-17T09:44:10.668Z
6a82da6f38bb192425f4f346,Halte Trans Jogja - Stiekes Guna Bangsa,stiekes guna bangsa,,110.4089714942125,-7.760718057518275,2026-08-17T09:54:55.151Z
6a82dc184fd70be4125d2627,Halte Trans Jogja - UPN Veteran Yogyakarta,upn veteran yogyakarta,,110.40806741092467,-7.760728614312441,2026-08-17T10:02:00.591Z
6a82dd1338bb192425f4f6cf,Halte Trans Jogja - Jl. Solo (Maguwo),jalan solo maguwo,,110.43091366895266,-7.783398800192629,2026-08-17T10:06:11.975Z
6a82de1b9870dcf66e45cbce,Halte Trans Jogja - Rumah Sakit JIH,rumah sakit jih,,110.40306825464654,-7.758864508605257,2026-08-17T10:10:35.756Z
6a82ded538bb192425f4f90b,Halte Trans Jogja - Rumah Sakit JIH,rumah sakit jih,,110.40306825464654,-7.758864508605257,2026-08-17T10:13:41.242Z
6a82df994fd70be4125d2a71,Halte Trans Jogja - Pakuwon Mall A,pakuwon mall a,,110.39951833893446,-7.758275267444745,2026-08-17T10:16:57.846Z
6a82e20938bb192425f4fbc3,Halte Trans Jogja - Manggung,manggung,,110.3863386914378,-7.758157195755828,2026-08-17T10:27:21.815Z
6a82e30a4fd70be4125d2d6a,Halte Trans Jogja Malioboro 1,trans jogja malioboro 1,,110.36611799999429,-7.790883300005817,2026-08-17T10:31:38.643Z
6a82e3344fd70be4125d2da1,Halte Trans Jogja - Halte Jalan Solo KR.2,jalan solo kr 2,,110.44874006597814,-7.782562289437621,2026-08-17T10:32:20.176Z
6a82e6214fd70be4125d2fb9,Halte Trans Jogja - Halte Jalan Solo KR.1,jalan solo kr 1,,110.4505629589354,-7.781743084004972,2026-08-17T10:44:49.057Z
6a82e6ab9870dcf66e45d329,Halte dekat Jl. Malioboro,dekat jalan malioboro,,110.36620319061996,-7.790006536903505,2026-08-17T10:47:07.462Z
6a82e8ed9870dcf66e45d4d9,Halte TransJogja Malioboro Ujung depan Tourism Police Pos Terpadu Gumaton Polresta Yogyakarta,transjogja malioboro ujung depan tourism police pos terpadu gumaton polresta yogyakarta,,110.36632910002066,-7.790092900017953,2026-08-17T10:56:45.699Z
6a83d6f83dbe4dacc7838031,Halte Transit Perumahan Nogotirto,transit perumahan nogotirto,,110.33623999999998,-7.7637633,2026-08-18T03:52:24.847Z
6a840c5a3dbe4dacc783b887,Halte Trans Jogja Malioboro 3,trans jogja malioboro 3,,110.36507829994969,-7.799986199978221,2026-08-18T07:40:10.874Z
6a842c273dbe4dacc783d981,Halte Trans Jogja - PDAM Monjali A,pdam monjali a,,110.36989656329786,-7.755990960135563,2026-08-18T09:55:51.119Z
6a8430a8bb859bd06d94f54c,Halte Trans Jogja - Monjali B,monjali b,,110.36873148163761,-7.750906622111017,2026-08-18T10:15:04.502Z
6a8432efbb859bd06d94f679,Halte Trans Jogja - Monjali A,monjali a,,110.36769187033116,-7.750480947112415,2026-08-18T10:24:47.169Z
6a8435e6bb859bd06d94f987,Halte TPB Trans Jogja - Karangjati A,karangjati a,,110.36919915726202,-7.764116001012513,2026-08-18T10:37:26.620Z
6a8436cabb859bd06d94fb41,Halte TPB Trans Jogja - Karangjati B,karangjati b,,110.36911458125758,-7.764429473272585,2026-08-18T10:41:14.953Z
6a843c203dbe4dacc783ecde,Halte Trans Jogja - AM Sangaji A,am sangaji a,,110.3680010204705,-7.775783749473433,2026-08-18T11:04:00.279Z
6a843def3dbe4dacc783f090,Halte Trans Jogja - AM Sangaji B,am sangaji b,,110.36768191565244,-7.777362702499275,2026-08-18T11:11:43.471Z
6a8440b23dbe4dacc783f743,Halte Trans Jogja - RS Sardjito B,rs sardjito b,,110.3741944114405,-7.767878687220801,2026-08-18T11:23:30.426Z
6a8441d73dbe4dacc783f9f2,Halte Trans Jogja - RS Sardjito A,rs sardjito a,,110.37416243966402,-7.767853558783255,2026-08-18T11:28:23.448Z
6a854da0bbd0aa678bab5d44,Halte Malioboro 1,malioboro 1,,110.36611832728073,-7.790937054153417,2026-08-19T06:30:56.531Z
6a85506ebbd0aa678bab6390,Halte Malioboro 2,malioboro 2,,110.36559857460782,-7.795185718747462,2026-08-19T06:42:54.514Z
6a8555e83dbe4dacc7849c7a,Halte Malioboro 3,malioboro 3,,110.36499709175035,-7.79990342392729,2026-08-19T07:06:16.811Z
6a855e58bbd0aa678bab72c7,Halte KHA Dahlan A,kha dahlan a,,110.36014288772952,-7.801236698318434,2026-08-19T07:42:16.614Z
6a8560833dbe4dacc784a905,Halte Tamansari,tamansari,,110.35602512687007,-7.809813718604147,2026-08-19T07:51:31.316Z
6a8563653dbe4dacc784ad68,Halte Gereja Pugeran B,gereja pugeran b,,110.35596342232463,-7.816807431463346,2026-08-19T08:03:49.694Z
6a85639f3dbe4dacc784adca,Halte Gereja Pugeran A,gereja pugeran a,,110.3559019322164,-7.816596831411331,2026-08-19T08:04:47.995Z
6a8564d8bbd0aa678bab7c92,Halte Dukuh B,dukuh b,,110.35541361670408,-7.820929333911266,2026-08-19T08:10:00.568Z
6a856733bbd0aa678bab8056,Halte Pasty B,pasty b,,110.35457867014571,-7.825684109222351,2026-08-19T08:20:03.822Z
6a856783bbd0aa678bab80f3,Halte Pasty A,pasty a,,110.35449860903964,-7.825713953198374,2026-08-19T08:21:23.165Z
6a8569d6bbd0aa678bab8408,Halte Dukuh A,dukuh a,,110.35521879380076,-7.821689730573439,2026-08-19T08:31:18.388Z
6a856ccabbd0aa678bab85c4,Halte Tejokusuman,tejokusuman,,110.35606982877533,-7.807940761615626,2026-08-19T08:43:54.490Z
6a856e91bbd0aa678bab879c,Halte Ngabean,ngabean,,110.35626401421268,-7.803758428469791,2026-08-19T08:51:29.784Z
6a856fcabbd0aa678bab8a39,Halte KHA Dahlan B,kha dahlan b,,110.36040363174106,-7.8011562542099,2026-08-19T08:56:42.414Z
6a86b6920235f477d358d80f,Halte Senopati,senopati,,110.36696624452418,-7.801559756808792,2026-08-20T08:10:58.582Z
6a86b6ff89acf23707a33178,Halte Taman Pintar,taman pintar,,110.36717622423924,-7.801414970393125,2026-08-20T08:12:47.612Z
6a86b9d289acf23707a33b42,Halte Suryotomo,suryotomo,,110.36930165994437,-7.799249914845774,2026-08-20T08:24:50.685Z
6a86baac0235f477d358e46e,Halte Jalan Mataram,jalan mataram,,110.36803342412259,-7.794265961281729,2026-08-20T08:28:28.770Z
6a86bc210235f477d358ebb5,Halte Teras 2,teras 2,,110.36761617298271,-7.791749881587728,2026-08-20T08:34:41.026Z
6a86be25460277aa8415118b,Halte Eks Menara Kopi A,eks menara kopi a,,110.37010514084454,-7.789256599640282,2026-08-20T08:43:17.989Z
6a86beab89acf23707a35190,Halte Eks Menara Kopi B,eks menara kopi b,,110.37007950053442,-7.7894575408621165,2026-08-20T08:45:31.514Z
6a86c045460277aa84151af0,Halte Kridosono,kridosono,,110.37537075941361,-7.787363850950726,2026-08-20T08:52:21.482Z
6a86caf989acf23707a36360,Halte Hotel Utara A,hotel utara a,,110.36100149127998,-7.7797239601825225,2026-08-20T09:38:01.026Z
6a86d589460277aa84152f9e,Halte Trans Jogja - Halte RS Bhayangkara B,rs bhayangkara b,,110.47171253495856,-7.766707608845564,2026-08-20T10:23:05.518Z
6a86db21460277aa84153298,Halte bis trans jogjaa bagian selatan barat stasiun lempuyangan,bis trans jogjaa bagian selatan barat stasiun lempuyangan,,110.37349718867335,-7.790450481172414,2026-08-20T10:46:57.121Z
6a86dbdf0235f477d35916e4,Halte bis transjogja bagian selatan timur stasiun lempuyangan,bis transjogja bagian selatan timur stasiun lempuyangan,,110.37344287643867,-7.790539156027535,2026-08-20T10:50:07.734Z
6a86dc1a0235f477d3591718,Halte Trans Jogja - Terminal Prambanan,terminal prambanan,,110.48986020764943,-7.755608814123619,2026-08-20T10:51:06.201Z
6a86de220235f477d35918c3,Halte Edotel Kalasan A,edotel kalasan a,,110.48271546730604,-7.75677283791336,2026-08-20T10:59:46.361Z
6a88121d3be6880665733ccf,Halte UTY Ring Road Utara A,uty ring road utara a,,110.35658642659928,-7.747408105067673,2026-08-21T08:53:49.519Z
6a881274d57440d48a1f2d75,Halte UTY Ring Road Utara B,uty ring road utara b,,110.35660505785461,-7.747125914016451,2026-08-21T08:55:16.143Z
6a881492d57440d48a1f2ec3,Halte Dusun Ngawen,dusun ngawen,,110.34386479306067,-7.744987662888826,2026-08-21T09:04:18.698Z
6a88161e3be68806657340a3,Halte Westlake A,westlake a,,110.34117041124347,-7.749276526847169,2026-08-21T09:10:54.186Z
6a8816c83be688066573417a,Halte Westlake B,westlake b,,110.34059008339136,-7.7498131160638195,2026-08-21T09:13:44.113Z
6a881881d57440d48a1f338f,Halte Universitas Aisyiyah,universitas aisyiyah,,110.33444891103596,-7.768264919779568,2026-08-21T09:21:05.531Z
6a881a76d57440d48a1f3799,Halte Demak Ijo B,demak ijo b,,110.33188445713478,-7.775856315140288,2026-08-21T09:29:26.557Z
6a881b093be68806657348fb,Halte Demak Ijo A,demak ijo a,,110.33200107973175,-7.776576573776808,2026-08-21T09:31:53.496Z
6a881c1fd57440d48a1f3af3,Halte Kompi Senapan-C,kompi senapan c,,110.33256331627194,-7.777350027437976,2026-08-21T09:36:31.574Z
6a881ded3be6880665734c85,Halte McD Godean,mcd godean,,110.34220829773773,-7.779408674911246,2026-08-21T09:44:13.873Z
6a881ff9d57440d48a1f3e49,Halte Mirota Godean A,mirota godean a,,110.34974498502766,-7.781089730154192,2026-08-21T09:52:57.550Z
6a882071d57440d48a1f3edc,Halte Mirota Godean B,mirota godean b,,110.35042226104406,-7.781236342222343,2026-08-21T09:54:57.732Z
6a8822233be6880665734fc9,Halte BKD A,bkd a,,110.35596291688137,-7.782405022552254,2026-08-21T10:02:11.327Z
6a8822953be68806657351aa,Halte BKD B,bkd b,,110.35588600445328,-7.782497551793682,2026-08-21T10:04:05.740Z
6a8824323be68806657354c9,Halte Pasar Pingit A,pasar pingit a,,110.35884881664526,-7.782752724266089,2026-08-21T10:10:58.020Z
6a8824ca3be6880665735575,Halte Pasar Pingit B,pasar pingit b,,110.3591794201891,-7.782911672285408,2026-08-21T10:13:30.205Z
6a88263dd57440d48a1f481b,Halte Hotel Utara B,hotel utara b,,110.36085277059749,-7.780389688727766,2026-08-21T10:19:41.663Z
6a8829163be6880665735b08,Halte Diponegoro,diponegoro,,110.36256915560529,-7.782884828522057,2026-08-21T10:31:50.850Z
6a882a323be6880665735cad,Halte Pasar Kranggan Selatan,pasar kranggan selatan,,110.36565971152436,-7.7829259605858025,2026-08-21T10:36:34.830Z
6a8865d852d86e03b517e405,Halte depan Optik Mataram,depan optik mataram,,110.36782097470956,-7.7939187123823075,2026-08-21T14:51:04.418Z
6a89118b52d86e03b5181907,Halte McD Jakal,mcd jakal,,110.37992598967958,-7.762818007809386,2026-08-22T03:03:39.098Z
6a89137759146ea8941f98ff,Halte Biologi UGM,biologi ugm,,110.37678317835054,-7.765277424843973,2026-08-22T03:11:51.653Z
6a89176859146ea8941f9da6,Halte RS Panti Rapih,rs panti rapih,,110.3782582597388,-7.77625354051726,2026-08-22T03:28:40.133Z
6a891d7b478dc3b356b721e3,Halte Jokteng Kulon,jokteng kulon,,110.35739729999779,-7.813215099970975,2026-08-22T03:54:35.902Z
6a891f8752d86e03b5182d78,Halte Plengkung Gading A,plengkung gading a,,110.36392040519263,-7.814168447544432,2026-08-22T04:03:19.276Z
6a8922aa52d86e03b51831b9,Halte Pujokusuman,pujokusuman,,110.37011617432825,-7.81486846816253,2026-08-22T04:16:42.662Z
6a89267052d86e03b5183591,Halte Lowanu A,lowanu a,,110.37603009886237,-7.817054694483318,2026-08-22T04:32:48.572Z
6a89274552d86e03b51835ec,Halte Lowanu B,lowanu b,,110.37598738283009,-7.8168996664160915,2026-08-22T04:36:21.599Z
6a8929d6478dc3b356b72ecf,Halte UNU Yogyakarta,unu yogyakarta,,110.37641803537275,-7.819695073497641,2026-08-22T04:47:18.055Z
6a892be252d86e03b5183957,Halte Widya Wiwaha B,widya wiwaha b,,110.37752046468955,-7.822636894332774,2026-08-22T04:56:02.444Z
6a892c78478dc3b356b73285,Halte Widya Wiwaha A,widya wiwaha a,,110.3776611400803,-7.82283338362798,2026-08-22T04:58:32.808Z
6a892e6b52d86e03b5183f3e,Halte Wirosaban,wirosaban,,110.37912839996574,-7.824796199990388,2026-08-22T05:06:51.201Z
6a893073478dc3b356b7399a,Halte Tegal Turi A,tegal turi a,,110.3871334359431,-7.825409998099445,2026-08-22T05:15:31.532Z
6a893130478dc3b356b73aca,Halte Tegal Turi B,tegal turi b,,110.38699300019641,-7.82548332991864,2026-08-22T05:18:40.060Z
6a893429478dc3b356b73ed7,Halte Trans BonBin di Jalan Kusumanegara,trans bonbin di jalan kusumanegara,,110.39886883284203,-7.8023110882107005,2026-08-22T05:31:21.595Z
6a89347152d86e03b51847e6,Halte Gudang SGM B,gudang sgm b,,110.39002507001555,-7.827243619843017,2026-08-22T05:32:33.073Z
6a893609478dc3b356b73fd7,Halte Pasar Giwangan B,pasar giwangan b,,110.39020459947233,-7.8324834343696494,2026-08-22T05:39:21.537Z
6a893743478dc3b356b740c6,Halte Kusumanegara 4 di Depan Kantor Kementrian Agraria dan Tata Ruang / Badan Pertahanan Nasional Jogja,kusumanegara 4 di depan kantor kementrian agraria dan tata ruang badan pertahanan nasional jogja,,110.39335463288893,-7.802256588233888,2026-08-22T05:44:35.378Z
6a89380b52d86e03b5184a2b,Halte Tegal Gendu A,tegal gendu a,,110.39177829996697,-7.826055099980323,2026-08-22T05:47:55.226Z
6a8938e2478dc3b356b74235,Halte Tegal Gendu B,tegal gendu b,,110.39144745940388,-7.825944737483326,2026-08-22T05:51:30.851Z
6a893a8c478dc3b356b74430,Halte Pakualaman di Jalan Sultan Agung Dekat Toko Jogja Kampus,pakualaman di jalan sultan agung dekat toko jogja kampus,,110.3757321328207,-7.8016872881999575,2026-08-22T05:58:36.915Z
6a893cf052d86e03b5184e39,Halte Museum Biologi di Jalan Sultan Agung Depan Soto Mie Pak Kadir,museum biologi di jalan sultan agung depan soto mie pak kadir,,110.37409833288012,-7.801711288240085,2026-08-22T06:08:48.556Z
6a8940bc478dc3b356b74823,Halte Kusumanegara 2 di Jalan Kusumanegara dekat Makam Pahlawan,kusumanegara 2 di jalan kusumanegara dekat makam pahlawan,,110.38215100000002,-7.801912,2026-08-22T06:25:00.180Z
6a8945e152d86e03b518571a,Halte Senopati 1 di Jalan Panembahan Senopati dekat Parkiran Bus,senopati 1 di jalan panembahan senopati dekat parkiran bus,,110.36709723285429,-7.8015661881862,2026-08-22T06:46:57.976Z
6a89478152d86e03b5185859,Halte Senopati 2 di Jalan Panembahan Senopati dekat Taman Pintar,senopati 2 di jalan panembahan senopati dekat taman pintar,,110.36712913289091,-7.801495688198699,2026-08-22T06:53:53.257Z
6a8958ca478dc3b356b75f17,Halte Trans Jogja - Disnaker Trans A,disnaker trans a,,110.43106020580313,-7.769383368543913,2026-08-22T08:07:38.928Z
6a895a3052d86e03b5186967,Halte Trans Jogja - Bina Marga,bina marga,,110.43083475722324,-7.7745915995619015,2026-08-22T08:13:36.083Z
6a895cbf478dc3b356b7613c,Halte Ngabean di Dalam Area Parkir Ngabean,ngabean di dalam area parkir ngabean,,110.35636103286953,-7.803703088213339,2026-08-22T08:24:31.565Z
6a895d7c478dc3b356b762d8,Halte Terminal Ngabean di Depan Area Parkir Ngabean,terminal ngabean di depan area parkir ngabean,,110.35635890000003,-7.8037059,2026-08-22T08:27:40.009Z
6a89603752d86e03b5187006,Halte Trans Jogja - Maguwo Sambilegi,maguwo sambilegi,,110.43107793646948,-7.783381604426211,2026-08-22T08:39:19.369Z
6a896185478dc3b356b76883,Halte Jokteng Kulon di Depan Medi Farma,jokteng kulon di depan medi farma,,110.35738613287197,-7.813175088223986,2026-08-22T08:44:53.036Z
6a8961f652d86e03b5187355,Halte Trans Jogja - Bandara Adi Sucipto,bandara adi sucipto,,110.43609695062298,-7.784580417870302,2026-08-22T08:46:46.573Z
6a89632b478dc3b356b76b29,Halte Jokten Kulon - SMAN 7 di depan ADHI SURYA MOTOR,jokten kulon sman 7 di depan adhi surya motor,,110.35816123284474,-7.813493488238947,2026-08-22T08:51:55.325Z
6a896334478dc3b356b76b35,Halte Jokten Kulon - SMAN 7 di depan ADHI SURYA MOTOR,jokten kulon sman 7 di depan adhi surya motor,,110.35816123284474,-7.813493488238947,2026-08-22T08:52:04.701Z
6a89670c52d86e03b5187893,Halte Purawisata / Katamso 1 di Jalan Brigjen Katamso di Depan Dapur Roa,purawisata katamso 1 di jalan brigjen katamso di depan dapur roa,,110.36914233284205,-7.808853288242901,2026-08-22T09:08:28.781Z
6a8969ed478dc3b356b7736b,Halte Ngabean (Dana Keistemewaan) di Jalan Kolonel Sugiyono di Samping Gang Kampung Pujokusuman,ngabean dana keistemewaan di jalan kolonel sugiyono di samping gang kampung pujokusuman,,110.37014513285715,-7.814858788261631,2026-08-22T09:20:45.601Z
6a896bc152d86e03b5188055,Halte Kolonel Sugiono atau Museum Perjuangan di Samping Masjid Baiturrahim,kolonel sugiono atau museum perjuangan di samping masjid baiturrahim,,110.37179794873919,-7.815159263363967,2026-08-22T09:28:33.059Z
